English,Manx,Manx Original,Notes,Page
"It is truth therefore that the death of the righteous is called peace, and the benefit of the Lord, as the Church saith, in the name of the righteous departed out of this world, My soul, turn thee to thy rest, for the Lord hath been good to thee and rewarded thee. Psal. cxvi.","S’feer er-y-fa shen ta baase y sleih ynrick enmyssit shee, as bannaght y Chiarn, myr ta’n Agglish loayrt ayns ennym yn vooinjer crauee t’er phaartail y vea shoh, “Chyndaa reesht eisht gys dty ea, O my annym; son ta’n Chiarn er dty chooilleeney.” (Psal. cxvi. 7.)","S’feer er-y-fa shen ta baase y sleih ynrick enmyssit shee, as bannaght y Chiarn, myr ta’n Agglish loayrt ayns ennym yn vooinjer crauee t’er phaartail y vea shoh, “Chyndaa reesht eisht gys dty ea, O my annym; son ta’n Chiarn er dty chooilleeney.” (Psal. cxvi.)",,19
"And we see by Holy Scripture, and other ancient histories of martyrs, that the holy, faithful, and righteous, ever since Christ’s ascension, or going up, in their death did not doubt, but that they went to Christ in spirit, which is our life, health, wealth, and salvation. ","As ta shin gynsaghey veih ny Scriptyryn Casherick, as coontaghyn elley jeusyn hur baase son y chredjue ayns ny shenn earishyn, dy row yn vooinjer chrauee, casherick as ynrick, neayr’s hie Creest seose gys Niau, fegooish dooyt erbee ayns nyn maase, dy row ny spyrrydyn oc goll gys Creest ta nyn mioys, nyn slaynt, nyn merchys as saualtys. ","As ta shin gynsaghey veih ny Scriptyryn Casheric, as coontaghyn elley jeusyn hur baase son y chredjue ayns ny shenn earishyn, dy row yn vooinjer chrauee, casherick as ynrick, neayr’s hie Creest seose gys Niau, fegooish dooyt arbee ayns nyn maase, dy row ny spyrrydyn oc goll gys Creest ta nyn mioys, nyn slaynt, nyn merchys as saualtys. ",,19
"John, in his holy Revelation, saw an hundred forty and four thousand Virgins and Innocents, of whom he said, These follow the Lamb Jesus Christ wheresoever he goeth. Apoc. xiv.","Honnick Ean ayns e Ashlish shiaght feed as kiare thousane moidyn my nyn gione dooyrt eh, “Shoh ad ta geiyrt da’n Eayn raad erbee dy jed eh. (Ashlish xiv. 4, 13.)","Honnick Ean ayns e Ashlish shiaght feed as kiare thousane moidyn my nyn gione dooyrt eh, “Shoh ad ta geiyrt da’n Eayn raad erbee dy jed eh. (Ashlish xiv.)",,19
"And shortly after in the same place he saith, I heard a voice from heaven saying unto me, Write, happy and blessed are the dead which die in the Lord: from henceforth (surely saith the Spirit) they shall rest from their pains and labours, for their works do follow them: so that then they shall reap with joy and comfort, that which they sowed with labours and pains.","As ayns y chabdil cheddin t’eh gra, “Cheayll mee coraa veih Niau gra rhym, Scrieu, Veih shoh magh, bannit ta ny merrieu ta geddyn baase ayns y Chiarn; dy jarroo myr shen ta’n Spyrryd dy ghra, son t’ad ec fea veih nyn seaghyn, as ta nyn obbraghyn geiyrt daue.” Myr shen dy jean ad eisht buinn lesh boggey as gerjagh, shen chuirr ad lesh tooilleil as pian.",,,19
"They that sow in the Spirit, of the Spirit shall reap everlasting life: let us therefore never be weary of well-doing; for when the time of reaping or reward cometh, we shall reap without any weariness everlasting joy.","“Adsyn ta cuirr ayns y Spyrryd, nee ad[14] jeh’n Spyrryd buinn yn vea dy bragh farraghtyn.” Ny lhig dooin er-y-fa shen dy bragh gaase skee ayns jannoo mie son tra hig yn imbagh dy vuinn nee mayd buinn fegooish skee-ys erbee, boggey dy bragh farraghtyn.","“Adsyn ta cuirr ayns y Spyrryd, nee  jeh’n Spyrryd buinn yn vea dy bragh farraghtyn.” Ny lhig dooin er-y-fa shen dy bragh gaase skee ayns jannoo mie son tra hig yn imbagh dy vuinn nee mayd buinn fegooish skee-ys erbee, boggey dy bragh farraghtyn.","[14] ad] seems required by the syntax, as Thomson remarks, yet the passage in Galatians paraphrased here also lacks a subject: ‘eshyn ta cuirr gys y Spyrryd, nee jeh’n Spyrryd buinn yn vea dy bragh farraghtyn.’ This works if we read it as ‘it is he that soweth to the Spirit that shall of the Spirit reap life everlasting,’ with nee jeh ... as a relative clause.",20
"Therefore while we have time, (as St. Paul exhorteth us) let us do good to all men; and not lay up our treasure in earth, where rust and moths corrupt it, Gal. vi. which rust (as St. James saith) shall bear witness against us at the great day, condemn us, and shall (like most burning fire) torment our flesh.","Shen-y-fa myr ta Noo Paul coyrlaghey shin, “Choud’s ta caa ain lhig dooin mie y yannoo da dy chooilley ghooinney; as ny lhig dooin stoyral seose berchys dooin hene er y thalloo, raad ta’n mergey as y lhemeen coyrt mow.” (Gal. vi. 8–10; Matt. vi. 19;) yn mergey cheddin myr ta’n Noo Jamys gra, nee feanish y ymmyrkey nyn oï ec y laa mooar, shin y gheyrey, as myr aile lossey, nyn eill y horchaghey.",,,20
"Let us beware therefore (as we tender our own wealth) that we be not in the number of those miserable, covetous, and wretched men, which St. James biddeth mourn and lament for their greedy gathering and ungodly keeping of goods. James v.","Lhig dooin coyrt twoaie dooin hene er-y-fa myr ta graih ain er nyn anmeenyn, nagh bee mayd ayns earroo ny deiney treih as sayntoilagh roo, t’an Noo Jamys gra dy lhisagh ad keayney son nyn saynt. (v. 1–3.)",,,20
"Let us be wise in time, and learn to follow the wise example of the wicked steward.","Lhig dooin ve creeney ayns tra, as gynsaghey dy eiyrt er sampleyr tastagh yn Stiuyrt neu-chairagh.",,,20
"Let us so wisely order our goods and possessions, committed unto us here by God for a season, that we may truly hear and obey this commandment of our Saviour Christ: ","Lhig dooin jannoo lheid yn ymmyd chreeney jeh’n chooid t’er ny coyrt fo nyn gurrym liorish Jee son earish, dy vod mayd dy firrinagh geill y coyrt da sarey shoh nyn Saualtagh Creest dy ve biallagh da: ",,,20
"I say unto you (saith he) make you friends of the wicked Mammon, that they may receive you into everlasting tabernacles or dwellings. Luke xvi.","“Ta mee gra riu, dooyrt eshyn, jean-jee diu hene caarjyn liorish y mammon molteyragh; tra nee shiu failleil dy vod ad shiu y ghoaill stiagh gys ny ynnydyn-vaghee dy bragh farraghtyn.” (Luke xvi. 9.)",,,20
"Riches be called wicked, because the world abuseth them unto all wickedness, which are otherwise the good gifts of God, and the instruments, whereby God’s servants do truly serve him in using of the same.","Ta berchys enmyssit molteyragh, er-yn-oyr dy vel yn selhll jannoo ymmyd jeu dy chur dy chooilley vee-chraueeaght er y hoshiaght, ga ayndoo hene dy vel ad giootyn mie Yee, as saaseyn lioroo ta Sharvaantyn Yee dy firrinagh shirveish eh.",,,21
"He commanded them not to make them rich friends, to get high dignities and worldly promotions, to give great gifts to rich men that have no need thereof; but to make them friends of poor and miserable men, unto whom whatsoever they give, Christ taketh it as given to himself.","T’eh coyrt sarey daue gyn dy hirrey caarjyn berchagh, ny stayd mooaralagh, as ooashley seihltagh, gyn dy choyrt giootyn da ny berchee nagh vel ayns feme jeu; agh dy yannoo ny boghtyn nyn gaarjyn, daue cre-erbee ta’d coyrt, ta Creest jeeaghyn er myr er ny choyrt da-hene.",,,21
"And to these friends Christ in the Gospel giveth so great honour and pre-eminence that he saith, they shall receive them that do good unto them into everlasting houses: not that men shall be our rewarders for our well-doing, but that Christ will reward us, and take it to be done unto himself, whatsoever is done to such friends.","As jeh ny caarjyn shoh ta Creest ayns y Tushtal soiaghey wheesh dy vel eh gra, nee ad goaill adsyn ta jannoo mie daue stiagh ayns ynnydyn-vaghey dy bragh farraghtyn: cha nee dy jean deiney shin y chooilleeney son nyn obbraghyn mie, agh dy jean Creest shin y chooilleeney, as goaill eh myr jeant da hene, cre-erbee ta jeant da lheid ny caarjyn.",,,21
"Thus making poor wretches our friends, we make our Saviour Christ our friend, whose members they are: whose misery as he taketh for his own misery, so their relief, succour, and help he taketh for his succour, relief, and help; and will as much thank us and reward us for our goodness shewed to them, as if he himself had received like benefit at our hands; as he witnesseth in the Gospel, saying, Whatsoever ye have done to any of these simple persons, which do believe in me, that have you done to myself. Matt. xxv.","Myr shoh liorish jannoo ny boghtyn treih nyn gaarjyn, ta shin jannoo nyn Saualtagh Creest nyn garrey, ny oltyn echey t’ad, as myr t’eh goaill yn treihys oc myr e hreihys hene, myr shen yn cooney as yn Kemmyrk oc t’eh goaill myr e chooney as e chemmyrk hene, as nee eh booise y coyrt dooin, as shin y chooilleeney er yn aght cheddin as dy beagh eh-hene er gheddyn yn gioot cheddin ec nyn laueyn, myr t’eh gymmyrkey feanish ayns y Tushtal, gra, “Cre erbee ta shiu er n’yannoo son y fer sloo jeu shoh my Vraaraghyn, ta shiu er n’yannoo eh er my hon’s.” (Mian. xxv. 40.)",,,21
"Therefore let us diligently foresee, that our faith and hope which we have conceived in Almighty God and in our Saviour Christ, wax not faint; and that the love, which we bear in hand to bear to him, wax not cold: but let us study daily and diligently to shew ourselves to be the true honourers and lovers of God, by keeping of his commandments, by doing of good deeds unto our needy neighbours, relieving, by all means that we can, their poverty with our abundance and plenty, their ignorance with our wisdom and learning, and comfort their weakness with our strength and authority, calling all men back from evil doing by godly counsel and good example, persevering still in well-doing, so long as we live: so shall we not need to fear death for any of those three causes afore-mentioned, nor yet for any other cause that can be imagined: but contrarily, considering the manifold sicknesses, troubles, and sorrows of this present life, the dangers of this perilous pilgrimage, and the great encumbrance which our spirit hath by this sinful flesh and frail body, subject to death: considering also the manifold sorrows and dangerous deceits of this world on every side, the intolerable pride, covetousness, and lechery, in time of prosperity; the impatient murmuring of them that be worldly, in time of adversity, which cease not to withdraw and pluck us from God our Saviour Christ, from our life, wealth, or everlasting joy and salvation: considering also the innumerable assaults of our ghostly enemy the Devil, with all his fiery darts of ambition, pride, lechery, vain-glory, envy, malice, detraction, or backbiting, with other his innumerable deceits, engines, and snares, whereby he goeth busily about to catch all men under his dominion, ever like a roaring lion, by all means searching whom he may devour: 1 Pet. v. ","Shen-y- fa lhig dooin dy imneagh cur twoaie, nagh jean nyn gredjue as nyn dreishteil ayns Jee Ooilley-niartal, as ayns nyn Saualtagh Creest gaase annoon, as nagh jean nyn ghraih gaase feayr, agh lhig dooin streeu gagh-laa, as lesh nyn niart dy phrowal shin hene dy ve ooashleyderyn firrinagh jeh Jee, as dy vel shin dy jeean graihagh er liorish freayll e annaghyn, liorish jannoo mie da nyn Naboonyn boght, jannoo feaysley er nyn veme gys y chooid sodjey jeh nyn booar lesh nyn balchey, yn vee-hushtey oc lesh nyn greenaght, as nyn ynsagh, as gerjaghey ny annoonidyn oc lesh nyn niart, geamagh er dy chooilley ghooinney·liorish coyrle as sampleyr crauee dy hyndaa veih olk, as goll er nyn doshiaght ayns jannoo mie, choud’s ta shin bio: myr shoh cha lhiass dooin ve ayns aggle jeh baase veih veg jeh ny three oyryn roïe enmyssit, chamoo son oyr erbee elley: agh er y laue elley coyrt tastey da ny caghlaaghyn dy ghoghanyn as seaghynyn jeh’n vea shoh, gaueghyn y troailtys ain er y thalloo, as yn errey trome t’er nyn anmeenyn veih’n eill peccoil, as y corp marvaanagh shoh foshlit roish baase; coyrt tastey myrgeddin da ny ymmodee seaghynyn as molteyryssyn y theihll shoh er dy chooilley cheu, yn voyrn, saynt, as droghvian ta goaill raad ayns earishyn dy phalchey, yn tallagh neu-hurransagh ocsyn ta jeh aigney selhltagh ayns imbagh dy heaghyn nagh vel scuirr dy hayrn shin veih Jee as nyn Saualtagh Creest, veih nyn mioys, nyn merchys as nyn moggey as maynrys dy bragh farraghtyn: coyrt tastey myrgeddin da miolaghyn erskyn earroo noid-ny-hanmey lesh ooilley e hideyn aileagh dy ghrogh yeearreeyn, gloyr fardailagh, troo, goanlys, cooyl-cassid marish e chroutyn as e chialgyn elley, lioroo “t’eh goll mygeayrt myr Lion bwoirroogh shirrey quoi oddys eh y stroie.” (1 Ped. v. 8.) ","Shen-y- fa lhig dooin dy imneagh cur twoaie, nagh jean nyn gredjue as nyn dreishteil ayns Jee Ooilley-niartal, as ayns nyn Saualtagh Creest gaase annoon, as nagh jean nyn ghraih gaase feayr, agh lhig dooin streeu gagh-laa, as lesh nyn niart dy phrowal shin hene dy ve ooashleyderyn firrinagh jeh Jee, as dy vel shin dy jeean graihagh er liorish freayll e annaghyn, liorish jannoo mie da nyn Naboonyn boght, jannoo feaysley er nyn veme gys y chooid sodjey jeh nyn booar lesh nyn balchey, yn vee-hushtey oc lesh nyn greenaght, as nyn ynsagh, as gerjaghey ny annoonidyn oc lesh nyn niart, geamagh er dy chooilley ghooinney·liorish coyrle as sampleyr crauee dy hyndaa veih olk, as goll er nyn doshiaght ayns jannoo mie, choud’s ta shin bio: myr shoh cha lhiass dooin ve ayns aggle jeh baase veih veg jeh ny three oyryn roïe enmyssit, chamoo son oyr arbee elley: agh er y laue elley coyrt tastey da ny caghlaaghyn dy ghoghanyn as seaghynyn jeh’n vea shoh, gaueghyn y troailtys ain er y thalloo, as yn errey trome t’er nyn anmeenyn veih’n eill peccoil, as y corp marvaanagh shoh foshlit roish baase; coyrt tastey myrgeddin da ny ymmodee seaghynyn as molteyryssyn y theihll shoh er dy chooilley cheu, yn voyrn, saynt, as droghvian ta goaill raad ayns earishyn dy phalchey, yn tallagh neu-hurransagh ocsyn ta jeh aigney selhltagh ayns imbagh dy heaghyn nagh vel scuirr dy hayrn shin veih Jee as nyn Saualtagh Creest, veih nyn mioys, nyn merchys as nyn moggey as maynrys dy bragh farraghtyn: coyrt tastey myrgeddin da miolaghyn erskyn earroo noid-ny-hanmey lesh ooilley e hideyn aileagh dy ghrogh yeearreeyn, gloyr fardailagh, troo, goanlys, cooyl-cassid marish e chroutyn as e chialgyn elley, lioroo “t’eh goll mygeayrt myr Lion bwoirroogh shirrey quoi oddys eh y stroie.” (1 Ped. v.) ",,21
"The faithful Christian man which considereth all these miseries, perils, and incommodities (whereunto he is subject so long as he here liveth upon earth,) and on the other part considereth that blessed and comfortable state of the heavenly life to come, and the sweet condition of them that depart in the Lord; how they are delivered from the continual encumbrances of their mortal and sinful body, from all the malice, crafts, and deceits of this world, from all the assaults of their ghostly enemy the Devil; to live in peace, rest and endless quietness, to live in the fellowship of innumerable angels, and with the congregation of perfect and just men, as patriarchs, prophets, martyrs, and confessors, and finally unto the presence of Almighty God and our Saviour Jesus Christ:— he that doth consider all these things, and believeth them assuredly, as they are to be believed, even from the bottom of his heart, being established in God in this true faith, having a quiet conscience in Christ, a firm hope and assured trust in God’s mercy, through the merits of Jesus Christ to obtain this quietness, rest, and everlasting joy, shall not only be without fear of bodily death, when it cometh, but certainly, as St. Paul did, so shall he gladly (according to God’s will, and when it pleaseth God to call him out of this life) greatly desire in his heart, Phil. i. that he may be rid from all these occasions of evil, and live ever to God’s pleasure, in perfect obedience of his will, with our Saviour Jesus Christ; to whose gracious presence the Lord of his infinite mercy and grace bring us, to reign with him in life everlasting: to whom, with our heavenly Father, and the Holy Ghost, be glory in worlds without end. Amen.","Ta’n Creestee firrinagh ta coyrt tastey da ooilley ny seaghynyn gaueghyn as treihyssyn roue t’eh foshlit choud’s t’eh baghey er y thalloo, as er e laue elley sooill echey er y stayd bannit as gerjoilagh shen jeh’n vea flaunyssagh ta ry-heet, as cronney millish nyn lheid as ta geddyn baase ayns y Chiarn, kys t’ad er nyn veaysley veih errey kinjagh nyn gorp marvaanagh as peccoil, veih ooilley goanlys as croutyn y theihll shoh, veih dy chooilley hoiaghey orroo jeh Noid-ny-hanmey, dy vaghey ayns shee, as fea dy bragh farraghtyn, dy vaghey ayns sheshaght Ainleyn erskyn-earroo, as marish spyrrydyn deiney ynrick ayns flaunyss lheid as ny Shenn ayraghyn, Phadeyryn, yn Cheshaght ooasle jeusyn hur baase son nyn gredjue, as ec y jerrey ayns fenish Yee ooilley-niartal as nyn Saualtagh Yeesey Creest; eshyn ta coyrt tastey da ooilley ny reddyn shoh, as dy shickyr credjal ad, myr lhisagh ad v’er nyn gredjal, eer veih grunt e chree, er ny hickyraghey ayns Jee ayns y chredjue shoh, lesh cooinsheanse feagh ayns Creest, treishteil shickyr ayns myghin Yee, trooid toilchinys Yeesey Creest; dy chosney yn fea, yn shee, as yn voggey dy bragh farraghtyn shoh, cha bee eh ynrican fegooish aggle baaish, tra te cheet, agh nee eh dy shickyr, myr ren y Noo Paul, cordail rish aigney yee, as tra s’cooidsave lesh Jee dy eamagh er ass y vea shoh, dy jeean geearree ayns e chree (Phil. i. 23.) dy vod eh geddyn rea rish ooilley ny huilk shoh, as ve dy bragh bio gys ghloyr Yee ayns biallys firrinagh gys e aigney, marish nyn Saualtagh Yeesey Creest, gys yn enish graysoil echeysyn dy jean y Chiarn jeh e vyghin as e ghrayse erskyn-insh coyrt lesh shin dy reill marishyn ayns y vea dy bragh farraghtyn; huggeysyn marish yn Ayr flaunyssagh as y Spyrryd Casherick dy row gloyr seihll gyn jerrey. Amen.","T’an Creestee firrinagh ta coyrt tastey da ooilley ny seaghynyn gaueghyn as treihyssyn roue t’eh foshlit choud’s t’eh baghey er y thalloo, as er e laue elley sooill echey er y stayd bannit as gerjoilagh shen jeh’n vea flaunyssagh ta ry-heet, as cronney millish nyn lheid as ta geddyn baase ayns y Chiarn, kys t’ad er nyn veaysley veih errey kinjagh nyn gorp marvaanagh as peccoil, veih ooilley goanlys as croutyn y theihll shoh, veih dy chooilley hoiaghey orroo jeh Noid-ny-hanmey, dy vaghey ayns shee, as fea dy bragh farraghtyn, dy vaghey ayns sheshaght Ainleyn erskyn-earroo, as marish spyrrydyn deiney ynrick ayns flaunyss lheid as ny Shenn ayraghyn, Phadeyryn, yn Cheshaght ooasle jeusyn hur baase son nyn gredjue, as ec y jerrey ayns fenish Yee ooilley-niartal as nyn Saualtagh Yeesey Creest; eshyn ta coyrt tastey da ooilley ny reddyn shoh, as dy shickyr credjal ad, myr lhisagh ad v’er nyn gredjal, eer veih grunt e chree, er ny hickyraghey ayns Jee ayns y chredjue shoh, lesh cooinsheanse feagh ayns Creest, treishteil shickyr ayns myghin Yee, trooid toilchinys Yeesey Creest; dy chosney yn fea, yn shee, as yn voggey dy bragh farraghtyn shoh, cha bee eh ynrican fegooish aggle baaish, tra te cheet, agh nee eh dy shickyr, myr ren y Noo Paul, cordail rish aigney yee, as tra s’cooidsave lesh Jee dy eamagh er ass y vea shoh, dy jeean gearree ayns e chree (Phil. i.) dy vod eh geddyn rea rish ooilley ny huilk shoh, as ve dy bragh bio gys ghloyr Yee ayns biallys firrinagh gys e aigney, marish nyn Saualtagh Yeesey Creest, gys yn enish graysoil echeysyn dy jean y Chiarn jeh e vyghin as e ghrayse erskyn-insh coyrt lesh shin dy reill marishyn ayns y vea dy bragh farraghtyn; huggeysyn marish yn Ayr flaunyssagh as y Spyrryd Casherick dy row gloyr seihll gyn jerrey. Amen.",,23
,"London; Printed by Ellerton and Henderson, Johnson’s Court, Fleet Street, for the Prayer-Book and Homily Society; and sold at the Society’s House, Salisbury Square.",,,24
,"Price 1d., or 5s. per hundred",,,24
