English,Manx,Manx Orginal,Page,EnglishPage,Notes
"This I hope you are well acquainted with, it being so short and plain, and daily repeated in the Church Service ; and therefore I shall not set it down at large.","Shoh ta mee treishteil ta oall vie eu er, myr te cha giare as aashagh, as gagh laa er ny ghra ayns Shirveish ny Killagh ; as shen-y-fa cha scriu-ym eh ooilley ayns shoh.",,40,29,
And this also I hope you do believe to be most true.,As shoh ta mee myrgeddyn treishteil dy vel shiu credjal dy ve feer firrinagh.,,40,29,
"You would take it ill, if I should question your Belief of the Creed, without which you are not to be reckoned as Christians.","Ghough shiu eh dy olk dy beïn gowrys nagh vel shiu credjal y Chrea, n’egooish cha vel shiu dy ve coontit myr Creesteenyn.",,40,29,
"But let me advise you to consider seriously and frequently of these great Truths contained in the Creed, that you may more clearly understand them, and be more affected with them.","Agh lig-jee doo’s shiu y choyrlaghey dy smooinaghtyn dy dowin as dy mennick er ny raaghyn mooar firrinagh shen ta ayns y Chrea, dy vod shiu toiggal share y gheddyn jeu, as y ghoaill ad ny smoo gys nyn gree.",,40,30,
"And pray see that your Belief of them be very firm and deeply rooted in your Soul, that so the fruit of your Faith may appear in the Holiness of your Life.","As guee-ym erriu jeagh dy bee nyn Gredjue jeu feer shickyr as fraueit dy dowin ayns nyn annym, myr shen dy vod Mess nyn Gredjue v’er er[13] n’akin ayns Craueeaght nyn Mea.","As guee-ym erriu jeagh dy bee nyn Gredjue jeu feer shickyr as fraueit dy dowin ayns nyn annym, myr shen dy vod Mess nyn Gredjue ver er[13] n’akin ayns Craueeaght nyn Mea.",40,30,"[13] v’er er] Thomson takes ver er as a misprint for v’er, and that may well be right, though, curiously, ver er for v’er occurs three times in the early Prayer Book ms. MNH MS 13221/1/1."
"Without this, the bare knowing of the Creed, and repeating it never so often, will stand us in no stead.","N’egooish shoh, cha jean toiggal jeh’n Chrea ny lomarcan, as dy ghra eh harrish as harrish, veg y foays diu.",,40,30,
"For, as I told you, Obedience is the End of Faith.","Son, myr dinsh mee diu, she Biallys Mess Credjue.",,41,30,
"And all the Articles of our Belief do most plainly tend to make us Holy and Good, if we will but carefully attend to them, and consider them well.","As ta ooilley Banglanyn nyn Gredjue dy feer rea leeideil dy yannoo shin Crauee as Mie, my nee mad agh dy kiarralagh tastey ’ghoaill jeu, as dy mie smooinaghtyn orroo.",,41,30,
"To prove this in a few Words ; If we believe that God the Father Almighty made us and all the World, then are we bound to love and honour Him, to worship and obey Him as our Maker and Preserver, who is almighty in Power, infinite in Wisdom, Goodness, and all manner of Perfections.","Dy phrowal shoh ayns focklyn giarrey ; My ta shin credjal dy ren Jee’n Ayr ooilley-niartal shinyn as ooilley’n seihll y chroo, eisht ta shin kainlt dy chur Graih as Onnor da, dy chur Ooashley as Biallys da myr nyn Ver-croo as nyn Ver-coadee, ta ooilley-niartal ayns Pooar, er-skyn-earroo ayns Creenaght, Mieys, as dy chooilley vonney dy Oays firrinagh.",,41,30,
"If we believe that Jesus Christ is the Son of God, and the Redeemer of Mankind, who died for us and rose again, and ascended into Heaven, and will thence come to judge the Quick and the Dead, and will grant to all penitent and obedient Believers the Forgiveness of their Sins, and everlasting Life, but will sentence the Wicked to everlasting Misery ; our Belief of this must lead us to true Repentance and Amendment of Life, and to an humble Dependence on the Mercies of God, and the Merits of Christ for Pardon and Salvation.","My ta shin credjal dy nee Yeesey Creest Mac Yee as Fer-kionnee Sheelnaue, hooar baase er nyn son, as dirree reeisht, as hie seose gys niau, as hig veih shen dy vriwnys ny bio as ny merriu, as ver da dy chooilley Chredjuagh arryssagh as biallagh Leih nyn Beccaghyn, as Bea dy bragh farraghtyn, agh briwnyssee Eh yn Vee-chrauee[14] gys treihys dy bragh beayn ; shegin da nyn Gredjue jeh shoh shin y leeideil gys Arrys firrinagh as Liasaghey Bea, as gys Barrant imlee er Myghinyn Yee, as er Toilchinys Chreest son Pardoon as Saualtys.",,41,30,"[14] yn Vee-chrauee] Thomson does not recognize this fem. collective ‘the wicked’. There are two examples of the expression in the Bible (Mat. 13. 49; Ecclus 21.27), one in Coyrle Sodjey (Plain and short, p. 11, unless, in kerraghey yn Vee-chrauee, yn Vee-chrauee is gen. object of a verb-noun), and  two in Lewis’s Catechism: p. 38, 41. The fem. gender may go back to Ir. cráibhdhighe, OIr. cráibdige ‘piety’, or be due to analogy with antonymous expressions yn chloan chrauee, yn vooinjer chrauee."
"And if we believe, that it is the Office of the Holy Ghost, to sanctify us and all the elect People of God ; then ought we to pray to God for his Holy Spirit, and we must comply with his good Motions, and submit to his working upon our Souls, that he may sanctify us and make us holy, that so we may be living Members of Christ’s holy Catholick Church.","As my ta shin credjal, Dy nee oik y Spyrryd Noo, dy chasherickey shinyn as ooilley pobble reiht Yee ; eisht lhisagh shin Padjer y ghoaill gys Jee son e Spyrryd Casherick, as shegin dooin y Choyrle vie echey y ghoaill as gingillaghey gys e obbraghey er nyn anmeenyn, dy vod Eh shin y chasherickey, as shin y yannoo crauee, myr shen dy vod mad ve Oltyn bio jeh slaane Aglish casherick Chreest.",,41,30,
"And in this Church we are bound to continue, that so in the Communion of Saints we may enjoy the Benefit of the Word, Sacraments and Prayer ; by which Means the Holy Ghost works Grace in us, and increases the same till it be perfected in eternal Glory, to which good Men shall be advanced both in Soul and Body at the Resurrection, as Souls make Entrance upon it presently after their Death.","As ayns yn Aglish shoh ta shin kainlt dy hannaghtyn, myr shen ayns Sheshaght ny Nooghyn dy vod mad geddyn vondeish jeh’n Goo, jeh ny Sacramentyn, as Padjer, lioroo ta’n Spyrryd Noo gobbraghey Grayse aynin, as bishaghey’n Grayse cheddyn derrey vees Jerrey er ayns Gloyr dy bragh farraghtyn, huggey vees deiney mie er nyn droggal ayns annym as callin ec Irree-reeisht ny merriu, myr ta ny hanmeenyn oc chelleeragh cheet dy ghoaill soylley jeh cha lea’s t’ad geddyn baase.",,41,30,
Thus we see how a right Belief leads a Man to Holiness of Life.,Myr shoh ta shin fakin kys ta Credjue cairagh leeideil dooinney gys Craueeaght Bea.,,42,31,
"And therefore in holy Scripture do we find so much mention made of Faith, or of believing in God and in Christ.","As shen-y-fa ayns y Scriptyr casherick ta shin geddyn whooish dy imraa jeant jeh Credjue, ny credjal ayns Jee as ayns Creest.",,42,31,
"This in many Places is highly extolled, and most strictly required of us, as the very Sum of our Duty ; insomuch that we are often said to be justified or pardoned on Account of our Faith, and to be saved by Faith ; and all this chiefly, as I suppose, because true Faith produces Obedience, and makes a Man become an humble and sincere Disciple of Jesus Christ, and so makes us fit for the Mercies of God in and through  our Blessed Saviour.","Da shoh ayns ymmodee boallyn ta moylley mooar er ny choyrt, as dy geyr er ny hirrey orrin, myr eer vullagh nyn gurrym ; ayns whooish as dy vel shin dy mennick er ny ghra dy ve er nyn seyrey veih peccah, ny er nyn pardooney er coontey nyn Gredjue, as dy ve er nyn sauail liorish Credjue : As shoh er-skyn ooilley, myr ta mee smooinaghtyn, er-yn-oyr dy vel Credjue firrinagh gymmyrkey magh biallys, as cur er dooinney cheet dy ve ny Schoyllar imlee as firrinagh da Yeesey Creest, as myr shen jannoo shin aarloo son Myghinyn Yee, ayns as trooid nyn Saualtagh bannit.",,42,31,
"But when Faith does not bring forth the Fruit of Holiness and good Works, it is of no Value with God, nor will stand us in any stead, as you may see at large in the second Chapter of St. James, to name no other Places.","Agh tra nagh vel Credjue gymmyrkey magh mess dy chraueeaght as dy obbraghyn mie, cha vel eh feeu veg ayns shilley Yee, ny cha bee eh jeh veg y foays dooin, myr oddys shiu dy foshlit fakin ayns y nah chabdil jeh’n Noo Jamys, gyn arragh dy voallyn y enmys.",,42,31,
"Wherefore you know we are engaged in our Baptism, not only to believe all the Articles of the Christian Faith, but also to keep God’s Commandments, which I am to speak of next.","Shen-y-fa ta fyss eu dy vel shin kainlt ayns nyn Mashtey, cha nee ynrycan dy chredjal ooilley Banglanyn y Chredjue Creestee, agh myrgeddyn dy reayll Annaghyn Yee, my-nyn-gione ta mee chelleeragh goll dy loart.",,42,31,
"Now these Commandments are also plainly contained in the holy Scriptures ; and therefore there is still more Reason why you should diligently read and study the same, that you may know the Will of God and do it.","Nish ta ny Annaghyn shoh myrgeddyn dy plain er nyn scrieu ayns Goo casherick Yee ; as shen-y-fa ta kinjagh ny smoo dy resoon cre’n-oyr lhisagh shiu dy imneagh ad y lhaih as y ynsaghey, dy vod shiu toiggal Aigney Yee as y yannoo eh.",,42,31,
"And all that is to be done by us, I reckon is contained in the Ten Commandments, as they are explained to us, and urged upon us, both by the Prophets in the Old Testament, and by our Saviour and his Apostles in the New ; especially in our Saviour’s Sermon on the Mount, in the fifth, sixth, and seventh Chapters of St. Matthew’s Gospel.","As ooilley ny ta dy ve jeant liorin, ta mee coontey dy vel eh scruit ayns ny Jeih Annaghyn, myr ta bun er ny choyrt dooin orroo, as ad chionnit orrin dy ve er nyn leeideil lioroo, chammah liorish ny Phadeyryn ayns y Chen Chonaant, as liorish nyn Saualtagh as e Ostyllyn ayns y Chonaant Noa ; er-skyn ooilley ayns Sharmane nyn Saualtagh er y Clieau, ayns y qhueiggoo, y cheyoo, as y chiaghtoo Chabdilyn y Noo Mian.",,42,31,
"Therefore often read over these three Chapters, in which you will find what manner of Persons the Disciples of Jesus ought to be, even like their Master, of an humble lowly Spirit, meek and gentle, pure and peaceable, merciful, patient, and the like.","Shen-y-fa lhaih-jee harrish dy mennick ny three Cabdilyn shoh, ayndoo nee shiu fakin cre’n sorch dy phersoonyn lhisagh Schoyllaryn Yeesey ’ve, dy jarroo goll-rish nyn mainshtyr, jeh Spyrryd imlee, injil, meen as feagh, glen as sheeoil, myghinagh, surransagh, as y leid shen.",,43,31,
"Such as these he pronounces blessed, in the Beginning of that heavenly Sermon, and these alone are they whom he will make most blessed with himself for ever.","Nyn leid oc shoh te genmys bannit, ayns thoshiaght y sharmane flaunyssagh shen, as ad shoh nyn lomarcan adsyn nee Eh y yannoo smoo bannit marish hene er son dy bragh.",,43,31,
"But if you will have the Sum of your Duty to God and your Neighbour, as required by the Ten Commandments, briefly represented, take it in the very words of the Church Catechism.","Agh my sailliu nyn slane Currym gys Jee as gys nyn Naboo, myr te currymit liorish ny Jeih Annaghyn, dy ve soit shees ayns focklyn giarrey ; gow-jee eh ayns eer focklyn Catechism ny Killagh.",,43,31,
"“My Duty towards God is to believe in him ; to fear him ; to love him with all my Heart, with all my Mind, with all my Soul, and with all my Strength ; to worship him ; to give him Thanks ; to put my whole Trust in him ; to call upon him ; to honour his holy Name and his Word, and to serve him truly all the Days of my Life.","“Ta my Churrym gys Jee, dy chredjal ayn ; dy ghoaill aggle roish ; dy chur graih da lesh ooilley my chree, lesh ooilley my aigney, lesh ooilley my annym, as lesh ooilley my niart ; dy chur ooashley da ; dy chur booise da ; dy chur my slane treishteil ayn : dy eamagh er ; dy chur arrym da e Ennym casherick as da[15] e Ghoo ; as dy hirveish Eh dy firrinagh ooilley laghyn my Vea.",,43,32,"[15] da] apart from this omission, this para. is exactly (ignoring spelling) as in Coyrle Sodjey (1707, 1761) and the Prayer Book (1765)."
"“My Duty towards my Neighbour, is to love him as myself, and to do to all Men as I would they should do to me.","“Ta my Churrym gys my Naboo,[16] dy chur graih da myr dou hene, as dy yannoo rish dy chooilley ghooinney myr ballym ad dy yannoo rhym.",,43,32,"[16] This paragraph from the Catechism was also substantially unchanged from Coyrle Sodjey onward, though a few linguistic innovations occur first here before their appearance in the 1765 Prayer book, viz. injillaghey (earlier injillagh), ynsaghey (earlier ynsagh), and dy ymmyrkey mee hene (earlier dy m’ymmyrkey hene)"
"To love, honour and succour my Father and Mother.","Dy chur graih, ooashley as kemmyrk da my Ayr as da my Voir.",,43,32,
"To honour and obey the King, and all that are put in Authority under him.","Dy chur ooashley as biallys da’n Ree, as da ooilley ny ta er ny choyrt ayns pooar fo.",,43,32,
"To submit myself to all my Governors, teachers, Spiritual Pastors and Masters.","Dy m’injillaghey hene gys ooilley my Chiannoortyn, Fir-ynsee, Bochillyn Spyrrydoil as Mainshtyryn.",,43,32,
To order myself lowly and reverently to all my Betters.,Dy ymmyrkey mee hene dy injil as dy biallagh gys dagh annane share na[17] mee.,Dy ymmyrkey mee hene dy injil as dy biallagh gys dagh annane share ny[17] mee.,43,32,"[17] na] text ny; na in CS 1761, and the Prayer Book."
To hurt no body by Word or Deed.,Gyn aggair y yannoo da dooinney erbee liorish Goo ny Jannoo.,,44,32,
To be true and just in all my Dealings.,Dy ve firrinagh as jeeragh ayns ooilley my Ghellal.,,44,32,
To bear no Malice nor Hatred in my Heart.,Gyn goanlys ny myskit y reayll ayns my chree.,,44,32,
"To keep my Hands from Picking and Stealing, my Tongue from Evil-speaking, Lying and Slandering.","Dy reayll my laueyn veih myngyraght as geid, as my hengey veih drogh ghoan, breagyn, as scammyltyn.",,44,32,
"To keep my Body in Temperance, Soberness and Chastity.","Dy reayll my chorp fo smaght, sheeltys as glennid.",,44,32,
"Not to covet and desire other Mens Goods ; but to learn and labour truly to get my own Living, and to do my Duty in that State of Life into which it shall please God to call me.”","Gyn saynt ny aigney y choyrt da cooid ghooinney erbee ; agh dy ynsaghey as dy laboraght dy firrinagh dy gheddyn my veaghey hene, as dy chooilleeney my churrym ayns y stayd shen dy vea, huggey scooidsave lesh Jee dy eamagh[18] orrym.”",,44,32,"[18] dy eamagh] earlier and later versions have ve er n’eamagh, though the version here matches the English more exactly."
"Here you have your Duty in a small Compass, which you may easily keep in Memory ; but especially beg of God to write his Laws in your Heart, that you may freely and chearfully obey them in your Life and Conversation.","Ta nyn gurrym eu ayns shoh ayns combaas beg, yn currym cheddyn oddys shiu dy aashagh y reayll ayns cooinaghtyn ; agh er-skyn ooilley guee-jee er Jee dy scrieu e leihaghyn ayns nyn Gree, dy vod shiu dy arryltagh as dy gennal Biallys y chur daue ayns nyn mea as ymmyrkey.",,44,32,
"And, for your further Assistance, I shall a little enlarge upon the Chief of these Duties, especially the Love of God and your Neighbour, and so conclude with some short and general Directions, for the guiding of your Steps more readily and constantly in the Ways of Holiness all the Days of your Life.","As ny sodjey dy chooney lhieu, loar-yms red beg smoo jeh’n chooid syrjey jeh ny currymyn shoh, er-skyn ooilley jeh Graih gys Jee as nyn Naboo, as myr shen ver-ym jerrey er y lhioar veg shoh lesh paart dy choyrle ghiare as cadjin, son dy leeideil nyn gesmadyn ny s’arryltee as ny s’kinjee ayns raadjin dy chraueeaght ooilley laghyn nyn mea.",,44,32,
"To love God with all our Heart and Soul, is the first and great Commandment ; as our Saviour himself teacheth us, Matt. xxii. 37, 38.","Dy chur graih da Jee lesh ooilley nyn gree as nyn annym, she shen y chied as yn ard Anney, myr ta nyn Saualtagh hene gynsaghey dooin, Mian xxii. 37, 38.",,44,32,
This makes us more easily obey all the rest of his Commands.,Ta shoh cur orrin biallys y choyrt ny sassey da’n chooid elley jeh e Annaghyn.,,44,32,
"For if we truly love God, we shall be very fearful to offend him, and very careful to please him in all our Ways.","Son my ta shin dy firrinagh graihagh er Jee, bee mad feer aglagh dy chur corree er, as feer chiarralagh dy wooiys Eh ayns ooilley nyn raadjin.",,44,32,
"And then do we truly love God with all our Heart, when we love him more than all other Things in the World, more than Riches, Pleasures, Honours, Friends, or any other Enjoyments ; yea, more than our very Lives : So that we will part with all rather than lose the Favour of God, in which we account our Happiness chiefly to consist.","As eisht ta shin dy firrinagh graihagh er Jee lesh ooilley nyn gree, tra ta shin cur ny smoo dy ghraih da na ta  shin da dy chooilley Nhee elley ’sy theihll, ny smoo na da Berchys, Eunyssyn seihltagh, Ooashley, Caarjin, ny da red erbee dy vod ve ain ayns soylley ; dy jarroo ny smoo na da nyn Mioys hene : Myr shen dy scarr mad rish ooilley, ny sleaih na chaillys mad Foayr Yee, ayn ta shin coontey nyn maynrys harrish ooilley dy lhie.",,45,32,
"This I take to be the very Essence of Religion, and it is that without which our Saviour tells us we cannot be his Disciples, Matt. x. 37, 38.","Shoh ta mish goaill dy ve Bree firrinagh Credjue, as she’n red shen eh, n’egooish ta nyn Saualtagh ginsh dooin, nagh vod mad ’ve son Schoyllaryn dasyn, Mian x. 37, 38.",,45,33,
"But when once we are got to this blessed Temper, we shall find it no very hard Matter to deny ourselves, and to take up our Cross, and follow our Lord and Master, both in well doing and in patient suffering.","Agh tra ta shin un cheayrt er n’gheddyn gys yn Aigney bannit shoh, cha nennee mad eh cooish ghoccaragh erbee dy obbal shin hene, as dy ghoaill seose nyn grosh, as goll geiyrt er nyn Jiarn as nyn Mainshtyr, chammah ayns jannoo dy mie, as ayns surranse dy feagh.",,45,33,
"Wherefore, let us earnestly beg of God by his holy spirit to work this Love in our Hearts.",Shen-y-fa lig dooin dy creeoil guee er Jee liorish e Spyrryd Casherick dy obbraghey’n graih shoh ayns nyn greeaghyn.,,45,33,
"And to our Prayers let us add our own diligent Endeavours ; and especially let as seriously meditate upon the Goodness and Loving-kindness of God, manifested to us and to all the World.","As marish nyn Badjeryn lig dooin dy imneagh jannoo ooilley ny t’ayns nyn booar hene ; as er-skyn ooilley, lig dooin dy creeoil smooinaghtyn er Mieys as Kenjallys ghraihagh Yee, er ny hoilshaghey dooinyn, as da ooilley’n seihll.",,45,33,
"Let us consider what he hath done for us already, both for Soul and Body, and what he has promised to do in the Life to come.","Lig dooin dy dowin smooinaghtyn er ny te hannah er n’yannoo er nyn son, chammah son corp as annym, as cre te er n’ghialdyn y yannoo ayns y vea ta ry heet.",,45,33,
"And never let our Hearts be at rest, till they are intirely fixed upon the ever-blessed God as our chiefest Good, and only satisfying Portion.","As dy bragh ny lig da ny creeaghyn ain ve ec aash, derrey t’ad dy slane soit er y Jee dy bragh bannit myr yn ard Vie ain, as yn ynrycan cronney oddys shin y yannoo booiagh.",,45,33,
"And let us earnestly seek his Favour, through our Lord Jesus the Mediator, who came into the World on purpose to bring us into a State of Friendship with God, that we might love him, and be loved by him, and live with him for ever in Love and Joy.","As lig dooin dy creeoil yn Foayr echey y hirrey, trooid nyn Jiarn Yeesey ta loart er nyn son, Eh haink stiagh ayns y theihll ooilley cooidjagh dy chur lesh shin gys stayd dy chaarjys rish Jee, dy voddagh shin graih chur da, as graih ve echey orrin, as beaghey marish son dy bragh ayns graih as gerjagh.",,45,33,
"But always remember that Obedience to God, is the only sure Evidence of true saving Love.",Agh kinjagh cooinee-jee dy nee Biallys gys Jee yn ynrycan prowal shickyr jeh graih firrinagh gys Saualtys.,,45,33,
"He that loves God, will hate and abhor Sin and Wickedness.","Eshyn shinney lesh Jee, ver Eh dwoaie as feoh da peccah as mee-chraueeaght.",,46,33,
"Let the Son pretend what Love and Honour he will to his Father, he does not truly love him, except he uses all due Care to please him.","Lig da’n Mac gra whooish as sallish dy vel Eh cur graih as ooashley da e Ayr, ny-yeih cha vel graih firrinagh echey er, mannagh vel Eh goaill dy chooilley chiarrail cooie dy wooiys Eh.",,46,33,
"And if you do thus sincerely love God as your Father, then you may always comfortably trust in him, and depend upon him ; which is another great Duty, and brings great Peace and Quiet to our Minds, Isa. xxvi. 3, 4.","As my ta shiuish myr shoh dy firrinagh graihagh er Jee myr nyn Ayr, eisht foddee shiu dy kinjagh lesh gerjagh treishteil ayn, as nyn marrant y chur er ; shoh ta ny churrym mooar elley, as ta cur lesh lane shee as fea gys ny haignaghyn ain, Isa. xxvi. 3, 4.",,46,33,
"— Whilst you live in Obedience to God’s Command, you have a sure Interest in his Promises, and may safely rely upon his good Providence for the Performance of them.","Choud as ta shiu beaghey ayns Biallys da Sarey Yee, ta cairys feer shickyr eu ayns e Yialdynyn, as foddee shiu dy sauchey treishteil gys e Ard-chiarrail vie, dy jean Eh y chooilleeney ad.",,46,33,
"Wherefore, whatever your wants, your Dangers, or Sufferings are, do not distrust the Providence of God, but wait patiently, and do your own Duty, and be assured, God in his good Time, will succour and relieve you ; He will direct, comfort and strengthen you.","Shen-y-fa, cre-erbee ta nyn ymmyrch, nyn nangere, ny nyn surranse, ny jean-jee Mee-hreishteil y yannoo er Ard-chiarrail Yee, agh fairk-jee dy feagh, as jean-jee nyn gurrym hene, as bee-jee shickyr jeh, dy jean Jee ayns e Hra mie hene kemmyrk as feaysley ’chur diu : Nee Eh y leeideil, y gherjaghey as y niartaghey shiu.",,46,33,
"Let all the Experience you have hitherto had of his Loving kindness, engage you to trust in him as long as you live.","Lig da ooilley’n ennaghtyn t’er ve eu gys nish jeh e chenjallys ghraihagh, shiu y chiangley dy hreishteil ayn choud as vees shiu bio.",,46,33,
And take great Care that you never murmur nor repine against God under any Affliction whatever.,As gow-jee lane kiarrail nagh jean shiu dy bragh playnt ny corree ’ghoaill rish Jee fo seaghyn erbee dy vel shiu ayn.,,46,34,
"When you meet with the heaviest Crosses and Disappointments, or lose your dearest Relations and Friends, say with holy Job, The Lord gives, and the Lord takes away ; blessed be the Name of the Lord.","Tra ta shiu meeteil rish ny crosshyn s’trimmey as giarit jeh nyn dreishteil, ny coal nyn leih-mooinjerey as nyn gaarjin s’deyrey, abbyr-jee marish Job crauee, Yn Chiarn ta coyrt, as y Chiarn ta goaill ersooyl, bannit dy row ennym y Chiarn.",,46,34,
"Beseech God to teach you that excellent Lesson of Contentment in all Estates, Phil. iv. 11, 12, 13.","Guee-jee er Jee dy ynsaghey diu yn lessoon mie shen dy ve booiagh ayns dy chooilley stayd bea, Phil. iv. 11, 12, 13.",,46,34,
"Though you may be low and poor in this World, yet consider, you have always Cause to be thankful, but never any Reason to complain.","Ga dy vod shiu ’ve injil as boght ’sy theihll shoh, ny-yeih smooinee-jee, dy vel kinjagh oyr eu dy ve booisal, agh gyn dy bragh  resoon dy phlaynt.",,46,34,
"God knows what Condition is best for us, and let us leave it to him to choose what we shall have.","Ta fyss ec Jee cre’n stayd bea share er nyn son, as lig dooin y agail eh dasyn dy reih cre vees ain.","Ta fyss ec Jee cre’n stayd bea share er nyn son, as lig dooin y agail eh dasyn dy reih cree vees ain.",47,34,
"We that deserve nothing but Wrath and Misery, ought to acknowledge the great Goodness of God, that we are on this side Hell.","Lhisagh shinyn nagh vel toilchin nhee agh jymmoose as treihys, goaill-rish Mieys vooar Yee, dy vel shin er cheu shoh jeh niurin.",,47,34,
"It is of the Lord’s Mercies that we are not utterly consumed, and that we do enjoy any Measure of Comfort.","Te lhiastyn da Myghinyn y Chiarn nagh vel shin dy bollagh er nyn goyrt mow, as dy vel shin goaill soylley jeh ayrn erbee dy gherjagh.",,47,34,
"Think how poor the Lord Jesus was for our sakes, who had not where to lay his Head, and whose Wants were supplied by the Substance of others ; and in the same mean Condition did the holy Apostles live.","Smooinee-jee cre cha boght as va’n Chiarn Yeesey er y ghraih ainyn, echey nagh row boall dy chur e chione ny lhie ayn, as yn ymmyrch echey va er ny yannoo magh lesh cooid sleih elley ; as ayns y stayd voght cheddyn ren ny Ostyllyn crauee beaghey.",,47,34,
"Your low Circumstances free you from a great many Snares and Temptations, and from a great many Cares and Sorrows that rich People meet with.","Ta’n stayd-beaghee injil eu freayll shiu ass raad ymmodee dy ribbaghyn as dy violaghyn, as veih ymmodee dy chiarrail as dy hrimshey, ta sleih berchagh meeteil rish.",,47,34,
"If you but truly love God, and have a Treasure in Heaven, you are very rich, though you have neither Gold nor Silver.","My ta shiu agh cur graih firrinagh da Jee, as stoyr eu ayns niau, ta shiu feer verchagh, ga nagh vel aer ny argid eu.",,47,34,
"Fear not, but God will give you and yours Food and Raiment ; and having that, let us be content and thankful.","Ny gow-jee aggle, agh dy der Jee beaghey as coamrey diuish as dauesyn ta bentyn diu ; as shen ve eu, bee-jee booiagh as booisal.",,47,34,
"Yea, let us suppose the very worst, that you should starve to Death for want of Bread, (which not one of a Thousand does in Times of Peace and Plenty) yet if your Souls be fit for Heaven, and carried thither, ye shall have no Cause to complain of the Manner of your Death.","Dy jarroo, lig dooin smooinaghtyn er y chooid smessey oddys y ve, dy vogh shiu baase d’yn ghortey son laccal arran (red nagh vel fer ayns thousane dy gheddyn ayns traghyn dy hee as dy palchey) ny-yeih my ta ny hanmeenyn eu feeu dy gholl gys niau, as er nyn goyrt lhieu ayns shen, cha bee oyr erbee eu dy phlaynt er yn aght hooar shiu baase.",,47,34,
"I have been a little the larger upon this for the sake of poor People, who are apt to be discontented, and to murmur at their Condition ; tho’ alas, they commonly bring themselves into it, or make it much worse, by their own careless and loose Lives, as was before mentioned.","Ta mee er loart red beg smoo mychione shoh er coontey sleih boghtey, ta aarloo dy ve neu-wooiagh, as dy phlaynt er nyn stayd-beaghee ; ga, alas, t’ad dy menniek cur lhieu ad hene ayns y stayd shen, er nonney jannoo eh foddey smessey, liorish nyn ymmyrkey-bea neu-chiarralagh as neu-heelt hene, myr va roie enmyssit.",,47,34,
"And yet before I proceed to the Duty you owe to your Neighbour, let me in a few Words direct you, as to the Worship of God in Prayers and Praises.","As ny-yeih roish my jem er my hoshiaght gys y churrym ta shiu lhiastyn da nyn Naboo, lig dou ayns  focklyn giarrey shiu y ynsaghey, mychione ooashley y chur da Jee ayns Padjeryn as Moylley.",,48,34,
"This is a Duty most frequently enjoined in Scripture, and practised by all good Men, and the very Light of Nature may direct us to it.","Ta shoh currym ta dy mennick er ny harey ayns Goo Yee, as er ny chliaghtey liorish dy chooilley ghooinney mie, as foddee eer soilshey dooghys shin y leeideil huggey.",,48,34,
"We have daily need of God’s Mercy, and do daily taste of it, and therefore we are taught to pray continually, and in every Thing to give Thanks.","Ta feme ain gagh laa er Myghin Yee, as ta shin gagh laa blashtyn jeh, as shen-y-fa ta shin er nyn ynsaghey kinjagh dy ghoaill Pedjer, as ayns dy chooilley nhee dy chur booise.",,48,35,
"To God alone must we offer up our Prayers and Praises in the Name of Jesus Christ, as he himself teaches us, Matt. iv. 10. John xvi. 23.","Gys Jee ny lomarcan shegin dooin chebbal seose nyn Badjeryn as nyn Moylley ayns Ennym Yeesey Creest, myr te hene gynsaghey dooin, Mian iv. 10. Ean xvi. 23.",,48,35,
"We must not pray to Angels, or Saints, nor make use of them as our Mediators, for this is the peculiar Office of Christ, who died for us, and is now interceding at the Right Hand of God, 1 Tim. ii. 5. Heb. vii. 25.","Cha jean eh mie dooin Padjer y ghoaill gys Ainlyn, ny gys Nooghyn, ny ymmyd y yannoo jeu dy loart eddyr shin as Jee, son she shen ard Oik Chreest, hooar baase er nyn son, as ta nish jannoo shee er nyn son ec laue yesh Yee, 1 Tim. ii. 5. Heb. vii. 25.",,48,35,
"Wherefore we, mean sinful Creatures, must always come to God in the Name of Christ, and for his Sake alone hope for the Favour of God, the Pardon of our Sins, the Acceptance of our Persons and Services, and the Salvation of our Souls.","Shen-y-fa, shegin dooinyn, cretooryn boght peccoil, kinjagh cheet gys Jee ayns Ennym Chreest, as son y ghraih echey ny lomarcan treishteil son Foayr Yee, son Pardoon son nyn Beccaghyn, son Soiagh ’ve jeant jin hene as nyn Shirveish, as son Saualtys nyn Anmeenyn.",,48,35,
"And our Saviour teaches us to Worship God in a pure and spiritual Manner, with our Hearts and Souls ; because He is a Spirit, and searches the Hearts of Men, John iv. 24.","As ta nyn Saualtagh gynsaghey dooin dy chur ooashley da Jee ayns aght glen as spyrrydoil, lesh nyn greeaghyn as nyn anmeenyn ; er-yn-oyr dy nee Spyrryd Eh, as dy vel Eh ronsaghey creeaghyn deiney, Ean iv. 24.",,48,35,
"Wherefore, by no means may we make any Image or Picture of God, nor may we give religious Worship to an Image, which is directly contrary to the Second Commandment.","Shen-y-fa cha jean eh mie dooin er aght erbee Jalloo ny Co-chaslys y yannoo jeh Jee, ny cha-moo shegin dooin ooashley credjuagh y choyrt da Jalloo, ta dy foshlit noi’n nah Anney.",,48,35,
"Neither may we frame in our Minds any Bodily Shape or Likeness of God, when we pray to Him.","Cha-moo te lowit dooin ayns nyn smooinaghtyn dy yannoo Cummey ny Co-chaslys erbee callinagh jeh Jee, tra ta shin goaill Padjer huggey.",,48,35,
