Manx,English,Diplomatic,Notes
"     Ren Theodora faigail yn thie beg ayns yn cheyll, as goll gys yn valley, dy cummal thie da e braar va cummal ayns thie e ayr. Agh cha row eh ayns shen agh traa gerrid tra ren yn caggey stroie yn balley, gys nagh row monney thieyn faagit ny hassoo, as ve faagit liorish yn ayrn smoo jeh ny cummaltee. ","     Theodora left the little house in the forest and went to the town, to keep house for her brother who was living in his father’s house, but she was only there a short time when the war destroyed the town, until not many houses were left standing, and it was abandoned by the majority of the inhabitants. ","Ren Theodora faigail yn thie beg ayns yn keyll, as gholl gys yn valley, dy cummal thie da y braar va commal ayns thie y Ayr. agh cha row ev ayns shen agh tra gerryd ren yn chaggey stroie yn balley, gys nagh row monney thien faigyt ny hassoo, as ve faigyt, liorish yn arn smoo jeh ny commaltee.",
"     Cha row thie Theodora spaarit, as va (thie) yn Braar eck brisht ‘gys yn dorrys’[1], as v’eh eiginit dy gholl dy eeastagh boayl erbee dy voddagh eh. Er son Theodora, hie ee dy chummal marish e shuyr, mysh queig veeilley as da’eed jeh. As ren e shuyr goaill ree dy mie. Ren Theodora cooney lhee dy hroggal yn lughtthie mooar eck, as ren yn daa huyr cordail dy mie trooid ooilley ny doillidysyn as yn voghtnid va’n caggey er chur lesh orroo. ","     Theodora’s house was not spared, and her brother was broken  to the door, and he was forced to go to fish anywhere he could. As for Theodora, she went to life with her sister, about forty-five miles away, and her sister accepted her well. Theodora helped her to raise her large family, and the two sisters got on well together through all the difficulties and the poverty that the war had brought upon them. ","cha row thie Theodora sparyt, as va’n Braar ec brish gys yn dorrys, as ve eiginyt dy gholl dy yeestagh boail erbee dy voddagh e. Erson Theodora, hie dy commal marish y shuir, mush queig veiley as da’eed jeh. As ren y shuir ghoaill ree dy mie. ren Theodora cooinney lheih, dy hroggal yn loghthie mooar ec, as ren yn daa huir cordaul dy mie reooid ooilley ny dhollysyn as yn voghnyd va’n chaggey er chur lesh orroo ",[1] In Ned Beg’s original; van Braar eck brish gys yn dorrys— There seems to be some words missing here.
,,,
"     Ymmodee bleeantyn lurg shen, ren ad geddyn screeuyn voish yn çheer, voish nyn mraar, gra dy row yn ven echey marroo, as dy row yn daa inneen echey poost rish joarreeyn, ayns traa yn chaggey, as v’eh laccal Theodora dy heet reesht dy cummal thie da. Ren ee siyr dy heet reesht. Cha leah as ren ee roshtyn gys yn valley ren ee goll ec keayrt gys yn cheyll dy akin yn billey beech, raad honnick ee yn guilley beg eck ny chadley. Agh ren ee geddyn dy chooilley nhee caghlaait as er ny cheau bun-ry-skyn. ","     Many years after that, they received a letter from the country, from their brother, saying that his wife was dead, and that his two daughters were married to foreigners, at the time of the war, and he wanted Theodora to come back to keep house for him. She hurried to come back. As soon as she reached the town she went at once to the forest to see the beech tree, where she saw her little boy asleep, but she found everything changed and thrown topsy-turvey.","ymmydee bleentyn lurg shen, ren ad gheddyn scrieuyn voish yn cheer, voish nyn braar, gra dy row yn ven ec e marroo. As dy row yn daa inneen ec e poost rish joarreeyn, ayns tra yn chaggey, as ve laghal Theodora dy heet reesht dy cummal hie da. Ren ee siyr dy heet reesht. Cha lheay as ren ee roshtyn gys yn balley Ren ee gholl ec cheayrt gys yn cheyll dy akin yn billey beech, raad honnick ee yn gilley beg ec ny chadley Agh ren ee gheddyn dy chooilley nhee caghlayt as er ny cheau bun ry skyn. ",
"      Yn cassan va leeideil gys yn thie eck, cha row eh ny sodjey ry-akin, v’eh er ny choodagh liorish faiyr as thammagyn. Ayns boayl nagh row veg agh banglaneyn gaase va nish biljynyn mooarey gaase as thammagyn dy ghreessyn as ny biljyn vee er vakin ayns yn tra va er gholl shaghey, cha voddagh ee cur enney orroo nish as cha row cowrey erbee jeh yn thie beg fuygh, ec ayns yn cheyll, as cha voddagh ee geddyn magh yn boayl v’eh er ve ny hassoo, va ooilley mygeayrt lane dy viljyn aegey. Ren Theodora skee jee hene. Son tra liauyr v’ee jeeaghyn son yn billey beech, raad v’ee er ve mennick keayney, cha mennick fo yn scaadoo echey ren ee ronsagh fud ny dressyn as ooilley ny biljyn beech v’ee fakin ayns fardail. “Cre’n traa nee’m geddyn yn billey, dooyrt ee.","     The path which was leading to her house; it was no longer visible, it had been covered by grass and bushes. Where there wasn’t anything but branches growing there was now big trees growing and bushes of brambles, and the trees she had seen in times gone past she couldn't recognise now and thre was no sign of her little wooden house in the forest, and she couldn’t find where it had been standing, all around was full of young trees. Theodora made herself tired. For a long time she was looking for the beech tree, where she had often been crying, so often under its shade, she searched through the branbles and all the beech trees she was seeing in vain. “When will I find find the tree?” she said.","yn chaddan va leeiddeil gys yn thie ec cha row e ny sodjey ry akin, ve er ny coodagh liorish faiyr as thammagyn Ayns boayl nagh row veg agh banglaneyn gaase va nish biljynyn mooarey gaase as thammagyn dy ghreessyn as ny biljyn vee er vakin ayns yn tra va er gholl shaghey, cha voddagh ee cur enney orroo nish as cha row cowrey erbee jeh yn thie beg fuygh, ec ayns yn cheyll, as cha voddagh ee gheddyn magh yn boayl va er ve ny hassoo, va ooilley mygeayrt lane dy viljyn aagey ren Theodora skee jee hene, son tra louyr vee jeaghyn son yn billey beech, raad vee er ve mennick keayney, cha mennick fo yn scaadoo ec eh, ren ee runsagh fud ny dressyn as ooilley ny biljyn beech vee fakin ayns fardaill, cren tra nee’m gheddyn yn billey, doyrt ee, ",
"     “Ny gow shiu wheesh dy obbyr, voir vie,” dooyrt shenn ghooinney va çhaglym banglaneyn ayns y cheyll, “cha vel yn billey er ve fakinit rish tra liauyr, ta’n caghlaa mooar ta shiu er vakin ayns yn balley er ghoaill toshaght ayns yn cheyll myrgeddin. Ny deiney va nyn baitçhyn tra ren shin faagail, as ta er n’aase seose, adsyn va aeg ta nish shenn, as shenn gheiney; cha nel ad ayns shoh ny smoo. Ta ny biljyn aegey er naase seose ayns ynnyd ny shenn viljyn. Ta dy chooilley nhee ayns yn seihll goll ersooyl as deiney ny stappee na biljyn, cha vel ain boayl erbee ta farraghtyn ayns shoh wass, as shegin dooin streeu dy gheddyn gys boayl nagh vel caghlaa cha syragh as fod mayd, ta kiarit dooin er nyn skyn. ","     “Don’t take on so much work, dear mother,” said an old man who was gathering branches in the forest, ‘the tree hasn’t been seen for a long time. The great change you have seen in the town has also started in the forest. The men who were children when we left, and have grown up, and those who were young are now old – and old men; they aren’t here anymore. The young trees have grown up in place of the old trees. Everything in the world goes away and men faster than trees, we have no place at all that lasts in this world, and we must try to find to a place that doesn’t change, as quickly as we can, that is prepared for us above us.” ","Ny ghou shiu wheesh dy obbyr, voir vie, Doyrt shen ghooinney va chaglym banglaanyn ayns y keyll, cha vel yn biley er ve fakinyt rish tra louyr, ta’n caghlaa mooar ta shiu er vakin ayns yn balley er ghoaill toshaght ayns yn cheyll morgeddyn Ny deiney va nyn paitchyn tra ren shin faiggail, as ta er naase seose adsyn va eag ta nish shen, as shen gheiney cha nel ad ayns shoh ny smoo. Ta ny biljyn aagey er naase seose ayns ennyd ny shen viljyn. Ta dy chooilley nhee ayns yn seihll gholl ersooyl as dheiney ny stappee ne biljyn, cha vel ain boayl erbee ta farraghtyn ayns shoh wass, as shegin doin strieu dy gheddyn gys boayl nagh vel caghlaa. cha syragh as foddee mayd ta kairyt doin er nyn skiyn. ",
"     Lurg ny goan shen, hie yn çhenn ghoinney ooasle roish. As ren Theodora coayl ooilley e jerkal dy akin yn billey reesht. ","     After these words, the noble old man went on his way and Theodora lost all her expectation of seeing the tree again.","Lurg ny ghoan shen, hie yn chen ghoinney oraisle rosh. As ren Theodora coayl ooilley y jerkal dy akin yn billey reesht. ",
"     Monsieur de Walheim va cummal ymmodee meeilaghyn veih yn cheyll ny yeih va’n keyll as yn balley as ooilley lesh hene as ayrn jeh’n stayd mooar echey. Un laa haink eh gys yn cheyll dy akin row dy chooilley lughtthie geddyn nyn ayrn hene jeh yn fuygh son aile geuree. Va’n cheyll ayns stayd feer camlaagagh, cha row veg jeh’n fuygh er ve lhieggit son ymmodee bleeantyn as v’eh slane aasit. Va Augustus er-y-fa-shen yeearree dy yeeaghyn harrishdoo eh hene, nagh beagh ad giarit sheese lhag-chiarailagh. V’eh yeearree myrgeddin dy akin dy row ad ooilley geddyn nyn gair. Ren eh gyllagh er ooilley ny hayraghyn as king lughtthie dy haglym ayns yn cheyll, as ve cur daue paart dy cheayrtyn un villey as eisht billey elley. ","     Monsieur dd Walheim, who was living many miles from the forest nevertheless owned the forest and the town as part of his large estate. One day he came to the forest to see if every family was getting their own share of the wood for winter fire. The forest was in a very crooked state; non of the wood had been felled for many years and is was fully grown. Augustus was therefore wanting to oversee them himself, so that they wouldn’t be cut down without due care. He was also wanting to see that they were all receiving their fair share. He called on all the fathers and heads of families to gather in the forest, and he was giving them sometimes one tree and then another tree. ","Monsieur de Walheim va commal ymmydee meeilaghyn veih yn cheyll ny yeigh va’n keyll as yn balley as ooilley lesh heneas arn jeh’n stayd mooar ec eh. Un laa haink e gys yn cheyll dy akin row dy chooilley loghtie gheddyn nyn arn hene jeh yn fuygh son aile gouree, va’n cheyll ayns stayd feer camlagagh, cha row veg jeh’n fuygh er ve lhaggyt son ymmydee bleentyn as ve slane aasyt. Va Augustus eryfa shen yeeree dy yeeghyn harrish doo ehene, nagh bagh ad gaaryt sheese lhagcaarailagh, ve yeerree mirgheddyn dy akin dy row ad ooilley gheddyn nyn gair. ren eh gillagh er ooilley ny Ayraghyn as king lugh thie dy haglym ayns yn keyll. As ve cur daue paart dy cheayrtyn un villey as esht billey elley.",
"     Va Theodora er jeet son e braar. As ren yn billey beech çheet er yn loat eck, raad va Monsieur de Wahlheim ny hasoo. Haink ee er-gerrey dy vreagey yn çhairn ooasle dy phardooney yn braar eck, er yn oyr nagh row eh er jeet eh hene. “T’eh çhing,” dooyrt ee, “as cha vel eh son faagail yn lhiabbee.” Va Monsieur dy Walheim beg-smooinaghtyn dy row yn ven voght va ayns coamrey cha moal va e voir as cha row ish smooinaght veg smoo dy row yn çhiarn berçhagh va ny hassoo kiongoyrt ree ayns blaa e aegid as aalid lesh e vairnyn coodit lesh daimanyn, coamrit lesh garmad cha stoamey, va yn mac v’ee er ve cha mennick keayney er e hon. ","     Theodora had come for her brother. And the beech tree came on her lott (was allotted to her) where Monsieur de Wahlheim was standing. She came close to persusade the noble lord to pardon her brother because he had not come himself. “He’s sick,” she said “and he can’t leave the bed.” Monsieur de Walheim little thinking that the poor woman who was in such miserable clothing was his mother, and she wasn’t thinking either that the wealthy lord who was standing before her in the flower of youth with his fingers covered with diamonds, dressed with such grand clothing, was the son son she had so often wept for. ","Va Theodora er jeet son y Braar. As ren yn billey beech cheet er yn loat ec. Raade va Monsieur de Wahlheim ny hasoo, haink ee ergerrey dy vragey ynchairn ooaisle dy fardooney yn Braar ec, er yn oyr nagh row e er jeet ehene. Te ching dooyrt ee as cha vel e son faiggail yn lhiabbee. Va Monsieur dy Walheim beg smooinaghtyn dy row yn ven voght va ayns coamrey cha moal va y voir as cha row ish smooinagh veg smoo dy row yn chiarn berchagh va ny hassoo kiongoyrt ree Ayns blaa y aagid as aalid lesh y vairnyn coadit leh Dimonyn choamryt lesh garmod cha stomey va yn mac vee er ve cha mennick keayney er y hon.",
"     Ren eh gennaghtyn ec keayrt lane çhymmey son yn ven voght, ga nagh row enney echey urree. As ren eh gordrail dy row yn billey beech dy ve er ny lhieggal jee. Ren arryder yn cheyll gra dy beagh eh lane cooyl dy lheiggal yn billey beech ","      He instantly felt a lot of sympathy for the poor woman, although he didn’t recognise her, and he ordered that the beech tree was to be felled for her. The watchman of the forest said that he would be very backward (stupid) to fell that beech tree, that the birch and the aspen were good enough for the poor people, that the beech ought to be for the castle and its officers. Monsieur Walheim gave him a sharp look and said, “Should we give to the poor only that which we despise? But let’s give to them, when they are in need of it, some of the wealth that we ourselves enjoy. This tree is for the sister of the sick man, and let the wood be brought to the sister’s door. Put your hands to the work immediately, and let the wood be got ready before my own wood.” ","Ren eh gennaghtyn ec cheayrt lane chymmey son yn ven voght, gha nagh row enney ec e urree. As ren e gordrail dy row yn billey beech dy ve er ny lhaggal jee. Ren arryder yn cheyll gra dy bagh e lane cooyl dy lhaggal yn billey beech shen, dy row yn birch as yn aspen mie dy lioor da’n sleih boghtey, dy lhissagh yn beech ve dan chashtal as ny ovisheryn, ec. Ren Monsieur dy Walheim jeaghyn dy gayre er As gra lhissagh shin cur da ny boghtynyn ynrican shen ta shin soieagh beg jeh. Agh lhig doin cur daue tra ta’d ayns feme jeh. Arn jeh yn verchys, ta shin hene ghoaill solley jeh. Ta’n billey shoh da shuir yn dhooinney ching. as lhig da’n fuygh ve curryt lesh gys dorrys y huir. chur jee nyn laueyn gys yn obbyr cheleeragh as lhig da’n fuygh ve gheddynit aarloo rosh yn fuygh aym pene.",
"shen, dy row yn birch as yn aspen mie dy liooar da’n sleih boghtey, dy lhisagh yn beech ve da’n chashtal as ny offisheryn eck. Ren Monsieur de Walheim jeeaghyn dy geyre er as gra, “Lhisagh shin cur da ny boghtyn ynrican shen ta shin soieagh beg jeh. Agh lhig dooin cur daue, tra t’ad ayns feme jeh, ayrn jeh’n verçhys ta shin hene goaill soylley jeh. Ta’n billey shoh da shuyr yn dooinney çhing, as lhig da’n fuygh ve currit lesh gys dorrys y çhuyr. Cur-jee nyn laueyn gys yn obbyr çheleeragh as lhig da’n fuygh ve geddynit aarloo roish yn fuygh aym pene.”",,,
"     Eisht hie eh as yn raad son nagh beagh eh clashtyn booise yn ven voght,  as ren ee jeeaghyn geiyrt er lesh jeir ayns e sooillyn as gra “Dy bannee Jee yn çhiarn mie!” ny yeih hie eh er e raad. Myr shen, ren yn voir as yn mac nagh row er vakin y-cheilley son shey bleeaney as feed meeiteil ayns yn cheyll as v’ad myr shoh er phardail son dy bragh, mannagh row Jee er ghoaill er hene dy hoilshagh magh eh ec yn tra shen. Ren ny gareyderyn lesh nyn teighyn foyragh bwoailley er yn billey as ren eh tuittym gys yn thalloo. Tra ren eh tuittym ec yn un traa dooyrt yn daa ghooinney “Mirral! Mirral!”. ","     Then he went out of the way, because he wouldn’t hear the thanks of the poor woman, and she looked at him as he went with tears in her eyes and said “May God bless the good lord!” although he went on his way. So, the mother and the son who hadn’t seen each other for twenty-six years met in the forest and they had (would have) separated like this for ever, if God himself had not decided to reveal himself at that moment. The gardeners, with their sharp axes, struck the tree and it fell to the ground, when it fell, at the same time, the two men said “A miracle! A miracle!” ","Esht hiw e as yn raaid son nagh bagh e clashtyn booise yn ven voght. As ren ee jeaghyn giyrt er lesh jeir ayns y sooillyn as gra dy bannee jee yn chiarn mie ny yeih hie e er y raaid. Mor shen ren yn voir as yn mac Nagh row er vakin y chelley son she bleeney as feed. Meeitteil ayns yn keyll as vad mor shoh er pardaill son dy bragh. Mor nagh row Jee er ghoaill er hene dy hoiljagh magh eh, ec yn tra shen. Ren ny garyderyn lesh nyn teighyn foaragh bwooilley er yn billey as ren eh tuittym gys yn thalloo, tra ren e tuittym ec yn un tra doyrt yn daa ghoinney merryl, merryl.",
"     Ren yn billey eck tuittym, brishey erskin y thalloo, ayns boayl va er n’aase loau as ren ayrn jeh’n roost troggal jeh, as va pictor beg Ren Theodora croghey er ymmodee bleintyn roish shen son cooinaghtyn jeh e mac, çheet ayns shilley. V’ee er ve jeeaghyn er-e-hon keayrt ny ghaa, agh ayns fardail, va cullyr yn phictor cha sollys as tra ren ee croghey eh er yn villey; ren eh soilshean ayns yn ghrian myr dy beagh eh er ve coamrit lesh skell ny ghreiney.","     Her tree, as it fell, broke above the ground, in a place that had grown rotten, and a portion of the bark lifted off it, and there was a little picture, that Theodora hung upon it many years before as a memento of her son, coming into sight. She had been looking for it many a time, but in vain, the colour of the picture as bright as when she hung it on the tree; it shone in the sun as if it were covered with a sunbeam. ","Ren yn billey ec tuittym, brishey erskin y thalloo, ayns boayl va er naase lou as ren arn jeh’n roost throggal jeh, as va pictor beg Ren Theodora croghey er ymmydee bleintyn rosh shen son cooinaghtyn jeh y mac cheet ayns shilley vee er ve jeaghyn er y hon cheayrt ny gha agh ayns fardaill, va cullyr yn fictor cha sollys as tra ren ee croghey e er yn villey, ren e soljean ayns yn ghrian mor dy bagh e er ve coamryt lesh skell ny ghrainey",
,,,
"     Va ny lhieggeyderyn deiney aegey nagh row toiggal oc jeh Theodora as yn billey beech. “Cre’n aght haink eh dy ve ayns yn villey? T’eh erskyn nyn dushtey!” dooyrt ad rish y-cheilley. Cha voddagh unnane fakin fosley erbee ayns roost yn villey. Er çheu mooie, va’n roost er choodagh eh ooilley lesh kennagh goll-rish ooilley ny shenn viljyn ayns yn cheyll. “Ta shoh red yindyssagh! T’eh mirral!” ",     The tree-fellers were young men who didn’t know about Theodora and the beech tree. “How did it come to be in the tree? We can’t comprehend it!” they said to each other. No one could find any opening in the bark of the tree. On the outside the bark had covered it completely with moss like all the old trees in the forest. “This is a wonder! It’s a miracle!” ,"Va ny lhaggderyn dheiney aagey nagh row toiggal oc jeh Theodora as yn billey beech, cre’n aght haink e dy ve ayns yn villey te erskin nyn dushtey, doyrt ad rish y cheilley cha voddagh unnane fakin fostley erbee ayns roost yn villey er cheau moie va’n roost er chooddagh e ooilley lesh kennagh gholl rish ooilley ny shen viljyn ayns yn keyll. Ta shoh red yindysagh te myrryl. ",
"     Er chlashtyn ny goan shoh, haink Monsieur de Walheim reesht. Cha row eh er ve foddey jeh. Ghow eh yn pictor ayns e laueyn as ren e jeeaghyn dy geyre er. T’eh feer aalin dy jarroo.” dooyrt eh. ","     Having heard these words, Monsieur de Walheim came back. He hadn’t been far off. He took the picture in his hands and he looked keenly at it, “It’s very pretty indeed.” he said. ","Er chlashtyn ny ghoan shoh, haink Monsieur se Wahlheim reesht, cha row e er ve foddey jeh Ghow e yn pictor ayns y laueyn as ren e jeaghyn dy gayre, er Te feer aalin dy jarroo, dooyrt e. ",
"     Ooilley ec keayrt ren Monsieur de Walheim caghlaa ayns cullyr e eddyn, as ghow yn laue va cummal yn pictor toshaight dy chraa. “Oh, ta!” dooyrt eh “T’eh red feer yindyssagh!” Ren e soie sheese er yn villey son nagh jinnagh eh tuittym, son v’eh ooilley er-creau. V’eh er vakin er cooyl yn phictor as er lhaih ny va scruit er. “Ayns yn vlein shey cheead yeig, ghaa yeig as feed voish yn traa ruggyr Chreest, er yn jeihoo laa jeh October, honnick mee son yn cheayrt s’jerree, fo’n villey shoh, my ynrican vac Augustus, yn eash echey va queig bleeaney as three meeaghyn.— Dy bee Jee marish ayns sheshaght rish, ayns dy chooilley ynnyd, as dy jean yn mainshter flaunyssagh shen myr ren E gerjagh Moirrey ec bun y chrosh, cur paart dy gherjagh dooys. Theodora Summer, goll-rish Morrey my voir fadane.”","     All at once Monsieur de Walheim changed in the colour of his face, and the hand that was holding the picture started to shake. “Oh! Yes!” he said “It is a wonderful thing!” He sat down on the tree so that he wouldn’t fall, for he was trembling all over. He had seen on the back of the picture and had read what was written on it. “In the year sixteen hundred and thirty-two from the time of the birth of Christ, on the tenth day of October, I saw for the last time, under this tree, my only som Augustus, aged five years and three months, — May God be with him, in company with him, in every place; — and may that heavenly master, as he consoled Mary at the foot of the cross give some consolation to me. Theodora Summer, like Mary, a solitary mother.”","Ooilley ec cheayrt re Monsieur de Walheim caghlaa ayns cullyr y eddyn, as ghow yn laue va cummal yn pictor toshagh dy chra. Oh ta doyrt e te red feer yindysagh ren e soie sheese er yn villey son nagh jeanagh e tuittym, son ve ooilley er creaue  ve er vakin er cooyl yn fictor as er lheih ny va scrieut er Ayns yn vlein she cheeagh yeig, gaa yeig as feed voish yn tra ruggyr Chreest, er yn jeihoo laa jeh october. honnick mee son yn cheayrt skerree, fo yn villey shh my ynrican vac Augustus yn each ec e va quig bleeney as three mugyn. Dy bee jee marish ayns sheshagh rish, ayns dy chooilley ennyd, as dy jean yn Mainshter flounysagh shen mor ren E gherjagh Morrey ec bun y crosh cur paart dy gherjagh dooys. Theodora Sommer, gholl rish Morrey my voir fadane. ",
"     Myr aile tendreil ren eh goll trooid aigney Monsieur de Walheim “Mee hene yn lhannoo caillit shen! Ta’n vlein, as yn ennym as yn laa prowalyn dy liooar dy re my Voir ren cur yn pictor ayns yn villey.” ","     Like lightning, it went through Monsieur de Walheim’s mind “I myself am that lost child! The year, and the name and the day are enough pieces of evidence that it was my mother who put the picture in the tree.” ","Mor aile tendreil ren e gholl trooid aigney Monsieur dy Wahlheim mee hene yn lhannoo callyt shenTa’n vlein, as yn ennym as yn laa prowalyn dy lioor dy re my Voir ren chur yn pictor ayns yn villey. ",
"     Choud as v’eh prowal yn pictor, haink Theodora seose roie huggey. V’ee er chlashtyn dy row yn pictor geddynit son va’n skeeal er gholl trooid yn cheyll, as va’n sleih ooilley ayns yindys. “My hiarn,” dooyrt ee, “ta’n pictor shen lhiam’s. Ta shiu fakin dy vel my ennym scruit er. Ta mee yeearree shiu dy chur dou eh. Ren yn saggyrt mie ain scrieu eh ec my aghin, as ec my agin ren eh scrieu ny goan elley.”","     Whilst he was checking the picture, Theodora came up running to him. She had heard that the picture was found because the story had gone through the forest, and the people were all in wonder. “My lord,” she said, “I own that picture. You see that my name is written on it. I beg you to give it to me. Our good priest wrote it at my request, and at my request he wrote the other words.” ","Choud as ve prowal yn pictor, haink Theodora seose roie hug e vee er clashtyn dy row yn pictor gheddynyt son va’n skeeal er gholl trooid yn cheyll, as va’n sleih ooilley ayns yindys. My hiarn doyrt ee, ta’n pictor shen lhayms. Ta shiu fakin dy vel my ennym scrieut er. ta mee yeerree shiu dy chur dow eh. ren yn Saggyrt mie ain scrieu e ec my agin as ec my agin, ren e scrieu ny ghoan elley ",
"     “Aless,” dooyrt ee keayney, as jeaghyn sheese er yn villey, va er duittym, “Jeeagh ayns shen, ta’n billey beech, fo yn scaa echey va Augustus cadley cha sheeoil roish ve er ny ghoaill ersooyl voym son dy bragh, cre wooad keayrt as ta mish er gholl shaghey yn billey shen fegooish cur enney er neayr as haink mee gys shoh? Oh Augustus, ta mee nish fakin keayrt elley yn boayl ren mee fakin oo son yn cheayt s’jerree. Aless, cha jeanym dy bragh fakin oo arragh. Cha voddym jannoo veg agh asnaghey roish dy oaie.” Ren ny jeir cummal ee voish gra ny smoo. ","     “Oh no!” she said crying whilst looking down at the tree that had fallen, “Look there! The beech tree under whose shadow Augustus was sleeping so peacefully before he was taken away from me for ever. How many times have I gone past that tree without recognising it since I came here? Oh Augustus! I now see one more time the place I saw you for the last time. Alas, I can never see you again, I can’t do anything but sigh in front of your face.” Her tears prevented her from saying any more. ","Aless, dooyrt ee keayney, as jeaghyn sheese er yn villey, va er duittym, jeeagh ayns shen, ta’n billey beech, fo yn scaa ec eh va Augustus chadley cha sheeoill rosh ve er ny ghoaill ersooyl voo’m son dy braagh, cre whod cheayrt as ta mish er gholl shaghey yn billey shen fegoish cur enney er. niar as haink mee gys shoh. Oh Augustus, ta mee nish fakin cheayrt elley yn boayl ren mee fakin oo son yn cheayr skerree. Aless cha jeanym dy braagh fakin oo arragh, cha voddym jannoo veg agh asnaghey rosh dy oaie. Ren ny jeir cummal e voish gra ny smoo. ",
"     Monsieur e Wallheim va er n’ynsagh e ennym voish yn pictor v’eh cummal ayns e laue, va faggys dy ve shaghey e hene er gheddyn shickerys dy re yn ven voght shen va e Voir, ren e chree lheimyragh as v’eh er cheau eh hene ayns ny roihaghyn eck agh ren eh smooinaghtyn dy beagh boggey cha doltattym yn baase eck. Ghow eh yn laue eck myr carrey as ren eh nhiee ersooyl y jeir eck lesh y wussal phoshag bane, as cur paart dy gherjagh jee as ayns traa gerrid dooyrt eh ree, dy row yn mac ec foast bio dy row enney echey er as dy jinnagh ee fakin eh ayns traa gerrid as tra honnick e dy row ee er ny gherjaghey as ayns stayd dy hassoo eh; “Mee hene yn mac caillit eu,” dooyrt eh ree. ","     Monsieur dy Walheim, who had learnt her name from the picture he was holding in his hand, was nearly out of his mind having found confirmation that the poor woman was his mother; his heart jumped and he had thrown himself into her arms, but he thought he thought that the joy would be the death of her. He took her hand as a friend and he washed away her tears with his white  pocket hankerchief, and put gave her some comfort and in a short while he said to her that her son was still alive, that he knew him, and that she would see him in a short while, and when he saw that she was consoled and in a state to stand it; “I myself am your lost child.” he said to her. ","Monsieur dy Wahllheim va er nynsagh y ennym voish yn pictor ve cummal ayns y laue va faghys dy ve shaghey y hene er gheddyn shickerys dy re yn ven voght shen va y Voir, ren y chree lhemyragh as ve er cheau ehene ayns ny reeaghyn ec agh ren e smooinaghtyn dy bagh boggey cha doltattym yn baase ec. ghow e yn laue ec mor charrey as ren e nhiee ersooyl ny jeir ec, lesh y wossal foshag bane, as cur paart dy gerjagh jee as Ayns tra gherryd doyrt e ree, dy row yn mac ec foast bio dy row enney ec e er as dy jeanagh ee fakin e ayns tra gerryd as tra honnick e dy row ee er ny gherjaghey as ayns stayd dy hassoo eh. Mee hene yn mac callyt eu. doyrt e ree.",
"     Ren yn voir lheim ayns ny roihaghyn echey, as cha ren ee gra ynrican “Uss!” Cha voddagh ee gra ny smoo. Ren ad cummal y-cheilley son traa liauyr fegooish loayrt fockle. Ren yn shilley shen coyrt lesh jeir ayns dy chooilley hooil ren cur my-ner ad. ","     The mother jumped into his arms, and she only said “You!” she couldn’t say more. They held each other for a long time without saying a word. That sight brought a tear to every eye that beheld them. ","Ren yn voir lheim ayns ny reeaghyn ec e , as cha ren ee gra ynrican uss. cha voddagh ee gra ny smoo ren ad cummal y cheilley son tra louyr fegooish loayrt fockkle Ren yn shilley shen curt lesh jeir ayns dy chooilley hooil ren curmerner ad. ",
"     “Voir deyr,” dooyrt Monsieur de Wahlheim ec y jerrey, “Ta Jee er choyrt diu nyn yeearree. Ren shiu yeearree er son aym’s as myr ren shiu scrieu er yn phictor beg shoh, t’Eh er ve marym ayns dy chooilley voayl, as er vannaghey mee ayns dy chooilley nhee. T’Eh myrgeddin er choyrt diu nyn yeearree, er son eu hene, as er gherjagh shiu myr ren eh gerjaghey Moirrey ec bun y chrosh. T’Eh er chur diu nyn mac caillit reesht, as er cur diu dy akin eh bio, ayns yn seihll shoh wass. She fo’n villey shoh va shin er nyn scarrey, as she ec yn un voayl t’Eh er chur lesh shin cooidjagh reesht. T’Eh son shickyrys er ghoaill kiarail jeh;n phictor beg shoh, dy voddagh eh ve yn ayr dooin dy gheddyn magh y-cheilley as dy gheddyn enney er-y-cheilley reesht, as dy ve unnanae reesht. T’Eh er yeeaghyn dooin, dy vel ooilley ny t’Eh dy yannoo son y chooid share. ","     “Dear Mother,” said Monsieur de Walheim finally, “God has sent you your desire. You begged him for me, and as you wrote on this little picture, he has been with me in every place, and has blessed me in everything. He has also brought you your desire, for yourself, and has consoled you as he consoled Mary at the foot of the cross. He has sent your lost son back to you, and has sent you to see him alive, in this world below. It was under this tree that we were separated, and it is at the same spot that he has brought us together again. He has surely taken care of this little picture so that it could be the reason for us to find each other and to recognise each other, and to be united again. He has shown us that all that he has does is for the best.”","Voir deyr doyrt Monsieur de Wahlheim ec y jerrey. Ta jee er churt diu nyn yeerree. Ren shiu yeerree er son ayms as mor ren shiu scrieu er yn pictor beg shoh Te er ve maarym ayns dy chooilley voayll. As er vannaghey mee ayns dy chooilley nhee. Te morgheddyn er churt diu nyn yeerree, er son eu hene. As er gherjagh shiu mor ren eh gerjaghey Morrey. Ec bun y chrosh. Te er chur diu nyn mac callyt reesht, as er cur diu dy akin e bio, ayns yn seihll shoh wass. She fo yn billey shoh va shin er nyn scarrey. As she ec yn un voall. Te er chur lesh shin cudjagh reesht. Te son shickerys er ghoaill kaarrail jeh yn pictor beg shoh. dy voddagh e ve yn ayr doin dy gheddyn magh y chelley as dy gheddyn enney er y chelley reesht, as dy ve unnanae reesht. Te er yeaghyn doin, dy vell ooilley ny te dy yannoo son y cooid share. ",
