Speaker,Manx,English,SubStart,SubEnd,Notes
DF,"Row, row uss yn mainshter yn baatey, ec y traa shen?","Were, were you the master of the boat, at that time?",1415,1419,
NM,Va. Va mee yn mainshter.,Yes. I was the master.,1417,1419,
NM,"As, cha row mee cur er dy row mee yn, yn mainshter ec yn traa shen.","And, I wasn't pretending that I was the, the master at that time.",1418.4,1423,
DF,"Oh, cha row, nagh row? She.","Oh, you weren't, weren't you? Yes.",1421,1424,
WC,Nagh ren?,Didn't you?,1422,1423,
NM,Va fer elley yn mainshter son yn laa shen.,Another fellow was the master for that day.,1423,1426.2,
DF,"[?]Aye. Yn fer stiurey, row eh?","Aye. The one who was steering, was it?",1424.2,1428.3,
NM,"She, yn fer va stiurey, va'n mainshter son yn laa shen.","Yes, the one who was steering, was the master for that day.",1427.7,1431,
DF,Yn fer va stiurey.,The one who was steering.,1428.7,1430.2,
DF,She.,Yes.,1430.5,1431.3,
NM,"Va mee smooinaghtyn nagh row, nagh, nagh yinnagh ee cooinaghtyn er y, er y raad va, ren mish, er y, er y jeih skillin.","I was thinking that, that, that she wouldn't remember the, the way that, that I, the, the ten shillings.",1431,1438,
WC,[laughs],[laughs],1437.2,1438.7,
DF,Va cooinaghtyn mie eck.,She remembered well.,1437.6,1439.4,
NM,"Oh va, dy jarroo, va. Oh as v'eh airh ec y traa shen.","Oh yes, indeed, yes. Oh and it was gold at that time.",1439,1445,
DF,She?,Yes?,1445,1446,
WC,Dy jarroo?,Indeed?,1444.6,1445.7,
NM,"She. Cha nee, cha nee pabyr, argid pabyr myr t'eh goll, myr ta goll nish edyr.","Yes. Not, not paper, paper money like there is, like there is now at all.",1445.4,1450,
WC,Ooilley airh ec y traa shen.,All gold at that time.,1449.7,1452,
WR,[?],[?],1449.3,1450,
DF,"Cha row, v'eh ooilley airh.","No, it was all gold.",1450.5,1452,
NM,"Airh, airh, she.","Gold, gold, yes.",1451.5,1453,
DF,Sovereignyn.,Sovereigns.,1453,1454.5,
WC,She.,Yes.,1455,1456,
NM,She as lieh sovereign.,Yes and half sovereigns.,1454.4,1457.5,
WC,She. [laughs],Yes. [laughs].,1457,1460,
NM,"Well, vel oo er clashtyn dy liooar foast?","Well, have you heard enough yet?",1460,1462.2,
WC,Cha nel.,No.,1462,1463,
WR,"Cha nel, cha nel.","No, no.",1462.8,1464,
DF,Oh cha nel dy liooar foast edyr.,Oh not enough yet at all.,1462,1464,
NM,Eh?,Eh?,1464.2,1465,
DF,Cha nel foast edyr.,Not yet at all.,1464.7,1466,
NM,Cha nel?,No?,1465.6,1466.4,
DF,Cha nel.,No.,1466,1466.7,
WC,Cha nel foast edyr.,Not yet at all.,1466,1468,
WC,Aye. Oh b'laik lhiam ...,Aye. Oh I'd like to ...,1468,1471,
NM,[laughs],[laughs],1471,1472.5,
WC,Cha nel eh lane foast.,It's not full yet.,1472.2,1474,
DF,"Cha nel yn rollian lane foast, [?]y vel?","The reel is not full yet, is it?",1473.4,1475.6,
NM,Cha nel?,No?,1475.6,1476.3,
DF,Cha nel.,No.,1476.2,1477,
WR,"Ta, ta mysh jeih minnidyn dy goll foast.","Yes, there are about ten minutes to go yet.",1477,1481,
NM,"Oh ho, [laughs]","Oh ho, [laughs]",1480.5,1482,
WC,"Ta, ta.","Yes, yes.",1481,1482,
NM,"As err, cre nee mayd gra son, son ooilley yn traa shen?","And err, what will we say for, for all that time?",1481,1485.1,
DF,"Oh insh dou yn skeeal mychione yn traa ren shiu goll dys Ner-, dys Nalbin, as va shenn ven ayns shen, as dooyrt ee ""Oh she Sostnee t'ayn"" as ...","Oh tell me the story about the time you went to Ire-, to Scotland, and there was an old woman there, and she said ""Oh they are Englishmen"" and ...",1484.7,1494,
WC,"Dooyrt ee ""cha n-""","She said ""They are not-"".",1494,1495,
DF,"As dooyrt shiuish ""Hah, cha nee Sostnagh ..."" ","And you said ""Hah, not English ...""",1494.5,1496.5,
NM,"Cha nee mish ren, ren gra shen edyr.","It wasn't me, who said that at all.",1495.9,1498,
DF,Oh nagh row eh shiuish?,Oh wasn't it you?,1497.6,1499,
NM,"Cha nee mish, cha nee, cha nee.","Not me, no, no.",1498.5,1501,
WC,Insh dooin yn skeeal ...,Tell us the story ...,1500.4,1502,
NM,Cousan dou ren gra shen.,A cousin of mine said that.,1501.3,1504,
DF,"As c'red va er taghyrt eisht, c'red va goll er?","And what had happened then, what was going on?",1504,1507.6,
NM,"Va, va, va, va cousan dooys mainshter jeh'n baatey ren goll stiagh ayns, ayns y, ayns y phurt.","A cousin of mine was, was, was, was master of the boat that went in, in the, in the port.",1507.4,1517.2,
DF,Hmm. C'raad? C'raad?,Hmm. Where? Where?,1516.7,1519,
NM,"As ren eh goll er y thalloo son y dy kionnagh bee, as, fud ny reddyn v'ad, v'ad laccal, va- v'ad laccal oohyn. As cha s'aym's quoid, quoid v'ad laccal, agh, tra v'ad goll err, dy geeck son oc, dooyrt yn fer gys, gys yn ven aeg, ""Quoid ta shiu laccal son oc?"" as dooyrt ish gys y vummig, ""quoid nee mayd, quoid nee mayd goaill voue?"" As dooyrt ee, ""Oh cha [?]nagh[?]re Sostnee t'ad, gow shen voee [sic].""","And he went on the land to buy food, and amongst the things they were, they wanted, they wanted eggs. And I don't know how much, how much they wanted, but, when they were going err, to pay for them, the fellow said to, to the young lady, ""how much do you want for them?"" and she said to her mother, ""how much will we, how much will we take from them?"" And she said, ""Oh are they not Englishmen, take that from her [sic = them].""",1518,1558,
WR,Gow palchey.,Take plenty.,1558,1559,
NM,"As dooyrt eh, as dooyrt, dooyrt eisht, dooyrt y mainshter ""Cha nee Sostnee, cha nee Sostnee, ta shin toiggal ooilley.""","And he said, and said, said then, the master said ""Not Englishmen, not Englishmen, we understand everything.""",1558.6,1565.5,
WC,Ren?,Did he?,1565.2,1566.7,
DF,Ren. Hmm.,Yes. Hmm.,1566.2,1568,
NM,"Ren ad geddyn eh, ren ad geddyn, geddyn yn, ny oohyn son skilleeyn ny sloo!","They got it, they got them, got the, the eggs for shillings less!",1568,1573,
WC,[laughs],[laughs],1572,1574,
DF,Hmm.,Hmm.,1574,1575,
NM,Ta.,Yes.,1574.7,1576,
WC,"Cre mysh yn skeeal, tra dooyrt yn ben ""Oh cha nel ad brisht edyr"".","What about the story, when the woman said ""Oh they're not broken at all.""",1576,1581,
WR,"Ogh, cha nel shen cooie son yn red shoh.","Ogh, that isn't suitable for this thing.",1581,1584,
WC,Nagh vel shen cooie?,Isn't that suitable?,1583.6,1585.2,
DF,Cha nel shen cooie son yn red shoh edyr.,That's not suitable for this at all.,1583.3,1586,
NM,C'red?,What?,1586,1587.3,
DF,Cha nel.,No.,1587,1588,
WR,"R'ou monney ayns Nalbin, Ned?","Were you in Scotland much, Ned?",1590,1592,
NM,Mish?,Me?,1592,1593,
WR,She.,Yes.,1592.6,1593.3,
NM,Ayns Nalbin?,In Scotland?,1593,1594,
WR,Oh cha row oo rieau ayns Nalbin oo hene?,Oh you weren't ever in Scotland yourself?,1594,1597,
NM,"Oh va mee, ta mish er ve ayns, err, ta mish er ve eeastagh ayns Nalbin.","Oh I was, I have been in, err, I have been fishing in Scotland.",1596,1601,
WR,Oh vel?,Oh have you?,1600.7,1601.6,
WC,Oh?,Oh?,1601,1602,
NM,"Oh ta. As shiaulley voish, ta mee er ve runt mygeayrt Nalbin, oh dussanyn dy traaghyn!","Oh yes. And sailing from it, I have been round about Scotland, oh dozens of times.",1601.2,1608,
WR,Hmm.,Hmm.,1607.8,1608.4,
DF,"Ram ... ram keayrtyn, marish ...","Lots ... lots of times, with ...",1607.8,1609,
NM,"Va, va dy jarroo, nagh row mee son son keead [sic = feed] bleeantyn goll mygeayrt yn, yn, yn, yn, yn Ellan as Sostyn as, Thalloo Vretnagh a- as Albin?","Yes, yes indeed, wasn't I for a hundred [sic = twenty] years going around the, the, the, the, the Island and England and, Wales and Scotland?",1609,1620.4,
DF,Row my vummig rieau mayrt?,Was my mother ever with you?,1620.2,1622.2,
NM,"Cha row, cha row ee rieau marym's edyr.","No, she wasn't ever with me at all.",1622.1,1624,
DF,"V'ee marish my yishag vooar, ny keayrtyn.","She was with my grandfather, sometimes.",1624,1626.5,
NM,"Oh va, va, va, ah, cha, cha row mish rieau ayns y baatey ec y traa shen.","Oh yes, yes, yes, ah, I wasn't ever in the boat at that time.",1625.2,1629,
WC,Nagh row? Cre'n sorch dy eeast v'ad geddyn ayns Nalbin eisht?,Weren't you? What sort of fish were they getting in Scotland then?,1629,1633,
NM,"[?]Cre, v'ad scaddan va shinyn geddyn.","What, it was herring that we were getting.",1633,1636.6,
WC,"Scaddan, row?","Herring, was it?",1636,1637,
NM,She. Agh yiow ...,Yes. But you'll get ...,1636.7,1638.3,
DF,"As breck as boiddagh as, row shiu rieau geddyn boiddagh, boiddee?","And mackerel and cod and, were you ever getting cod, cods?",1638,1642,
NM,"Yiow, yiow eeast jeh dy chooilley red.","You'll get, you'll get fish of everything.",1641,1645,
WC,"Hmm, vel?","Hmm, is it?",1644.5,1646,
NM,Ta.,Yes.,1645,1646.5,
WR,"Yn scaddan va shiu geddyn voish err, voish Nalbin, row ad chammah as yn scaddan voish Mannin?","The herring you'd get from err, from Scotland, were they as good as the herring from the Isle of Man?",1645,1654,
NM,"She y scaddan va shin geddyn err, mygeayrt yn, yn Ellan ayns shoh neesht, cha row mish rieau monney err, eeastagh monney er y, er y keayn err, myg- mygeayrt yn, yn, yn Ellan.","Yes the herring we'd get err, around the, the Island here too, I didn't ever fish much on, on the sea err ar- around the, the, the Island.",1654,1667.4,
WR,Nagh row?,Weren't you?,1667,1667.8,
NM,Va mee goll gys y eeastagh ayns Shetland ram jeh'n traa.,I'd go to the fishing in Shetland much of the time.,1667.7,1673.7,
WC,Oh row?,Oh would you?,1673.6,1674.1,
NM,Va.,Yes.,1674,1674.5,
WC,Mmm.,Mmm.,1674.4,1675.4,
NM,"Va. Goll gys y, gys y vreck, son y vreck ayns Nerin, ayns jiass Nerin as eisht as, as, err, y tou- as y tourey veagh shin goll gys Shetland.","Yes. Going to, to the mackerel, for the mackerel in Ireland, in the south of Ireland and then, and, and, err, the sum- and the summer we would go to Shetland.",1675,1687,
WC,Mmm?,Mmm?,1687,1688,
NM,"She, ta mee er ve, ta mee er ve shen son ram bleeantyn.","Yes, I have been, I have been there for many years.",1688,1694.4,
WC,Mmm.,Mmm.,1694,1695.4,
DF,Uhuh?,Uhuh?,1694,1695.4,
NM,Ta.,Yes.,1695.4,1697,
,,,,,
NM,Well?,Well?,1701,1702,
WR,"Row yn scaddan v'ou geddyn ass Shetland, row ad ny smoo ny ny sloo, na'n scaddan v'ou geddyn ayns shoh?","Was the herring you'd get out of Shetland, were they bigger or smaller, than the herring you'd get here?",1701.8,1709.2,
NM,"Well, err, cha s'aym's, err, cha row ad, cha, va- v'ad by-, jus, err, mysh, err yn un red as ren shin geddyn ayns shoh.","Well, err, I don't know, err, they weren't, they were, just, err, about, err the same as we got here.",1708,1717,
WR,"Mmm, [?]ayns Purt le Moirrey[?]","Mmm, in Port St. Mary.",1716.4,1717.9,
NM,As cha row ad cha mie dy ee ad my ta.,And they weren't as good to eat them though.,1716.6,1719,
WR,Cha row ad [?]cha mie[?].,They weren't as good.,1718.5,1720,
NM,"Cha row, v'ad, v'ad, v'ad, v'ad feer lajer.","No, they were, they were, they were, they were very strong.",1719.2,1721.6,
WC,Row?,Were they?,1721.3,1722,
WR,"Oh, feer lajer?","Oh, very strong?",1722,1723,
NM,"Va, as doo ec y, ec y, ec y craueyn.","Yes, and black at the, at the, at the bones.",1722.2,1725.8,
DF,Row ad?,Were they?,1725,1726.5,
WR,Doo ec y craueyn?,Black at the bones?,1726,1728,
NM,"She, ny, ny, ny scaddan ta shin geddyn mygeayrt yn Ellan ayns shoh, t'ad, t'ad, t'ad, t'ad gial, v'ad bane.","Yes, the, the, the herring we get around the Island here, they are, they are, they are, they are bright white, they were white.",1727.7,1736.6,
DF,Ta.,Yes.,1736,1737.2,
WC,Ta.,Yes.,1736,1737.2,
WR,"Gial as bane, [?]foddee[?].","Bright white and white, maybe.",1737,1738.5,
NM,"Ta, ta.","Yes, yes.",1737.9,1739,
WR,"Ta, ta.","Yes, yes.",1737.9,1739.1,
NM,"Agh ny scaddan va shin geddyn ayns err, Albin as ayns Shetland as ta'd, v'ad feer doo ec ny craueyn.","And the herring we'd get in err, Scotland and in Shetland and they are, they were very black at the bones.",1739,1747.2,
WR,Row ad?,Were they?,1747,1748,
WC,Mmm?,Mmm?,1747.2,1748.3,
NM,"Va. Oh cha row ad, cha row ad chammah dy, dy mie, cha row ad chammah dy ee as yn scaddan mygeayrt ayns shoh.","Yes. Oh they weren't, they weren't so good to, well, they weren't as good to eat as the herring around here.",1747.8,1756.1,
WC,"Row monney baatyn goll dys Nalbin as Nerin, veih'n Ellan?","Were many boats going to Scotland and Ireland, from the Island?",1755.7,1760,
NM,C'red?,What?,1759.8,1760.7,
WC,Row monney baatyn goll?,Were many boats going?,1760.2,1762,
NM,"Ooh, va, va, va. Nagh row bunnys keead baatyn ayns, ayns Purt le Moirrey, she tra va mish, tra hie mish gys y eeastagh.","Ooh, yes, yes, yes. Weren't there nearly a hundred boats in, in Port St. Mary, yes when I was, when I went to the fishing.",1761.3,1770.1,
WC,Row?,Were there?,1770,1770.7,
NM,Va.,Yes.,1770.4,1771,
WR,Keead ayns Purt le Moirrey hene?,A hundred in Port St. Mary itself?,1771,1773,
NM,"She, keead ayns Purt le Moirrey as va daa keead goll magh, goll magh voish, voish Purt ny Hinshey.","Yes, a hundred in Port St. Mary and there were two hundred going out, going out from, from Peel.",1772.5,1777.4,
WC,Row?,Were there?,1777.2,1777.8,
NM,Va.,Yes.,1777.6,1778.2,
WR,Cha row rieau monney goll voish Purt le ...,There were never many going from Port St. ...,1779,1780.8,
NM,"As nish, as nish t'ad ooilley ersooyl. C'red?","And now, and now they are all gone. What?",1779.2,1782.5,
WR,Cha row rieau monney goll voish Rhumsaa noadyr.,There were never many going from Ramsey either.,1782.4,1785,
WC,"Va- va ram baatyn ayn, agh cha row ad goll dy'n scaddan.","There were lots of boats, but they weren't going to the herring.",1785,1788,
NM,Agh ...,But ...,1786.5,1787.5,
WR,Cha row ad goll feer foddey.,They weren't going very far.,1787.6,1789.2,
WC,"V'ad err, ...","They were err, ...",1789,1790,
NM,"Va'n, va, va, yn chied traa va mish ec y keayn, ec y eeastagh, va daa vaatey voish Rhumsaa. Va nane enmyssit, enmyssit yn, yn, err, ""Village Maid"".","The, the, the first time I was at sea, at the fishing, there were two boats from Ramsey. One was called, called the, the, err, ""Village Maid"".",1789.5,1804.6,
WC,Ta?,Yes?,1804.4,1805.1,
NM,"As c'red va'n enn- ennym yn fer elley? Va, va mainshter eck William Ball. ","And what was the n- name of the other one? Her, her master was William Ball.",1805,1811.5,
WR,William Ball?,William Ball?,1811,1812,
NM,"She, t'ou er clashtyn jeu shen.","Yes, you have heard of those?",1812,1814,
WC,"She ta mee er clashtyn jeh, she. Tra, tra va'n Titanic ...","Yes I have heard of him, yes. When, when the Titanic ...",1813,1818,
NM,"She. she, shen yn dooinney.","Yes. Yes, that's the man.",1818,1820,
WC,... tra hie yn Titanic fo'n ushtey.,... when the Titanic sank.,1819.5,1821.6,
NM,"She, shen yn dooinney, va- va- va- va mainshter jeh, ayns y, ayns yn, yn Village Maid tra va mish, tra ren mish goll dys y, dys y keayn, er y keayn.","Yes, that's the man, who, who, who, who was master of, in the, in the, the Village Maid when I was, when I went to, to sea, to sea.",1820.7,1831,
WC,"V'eh voish Laksey, nagh row eh?","He was from Laxey, wasn't he?",1829.4,1831,
NM,C'red?,What?,1830.5,1831.6,
WC,V'eh voish Laksey. Yn dooinney shen.,He was from Laxey. That man.,1831.2,1835,
NM,"Cha row. V'eh- v'eh- v'eh baghey ec boayl enmyssit Rue. Vel, vel, nagh row, na- na- na- ...?","No. He was, was, was living at a place called Rue. Do, do, wasn't, ...?",1833.2,1840.4,
WC,"(unclear) Rue Point, yn Gob Gorrym?","(unclear) Rue Point, the Blue Point?",1838.1,1841.2,
NM,Nagh vel ...?,Isn't ...?,1841,1841.7,
WR,"Rue Point ta shen yn Gob Gorrym, ta shen, ta shen ayns Skyll Andreays [?]er y Twoaie[?].","Rue point that's the Blue Point, that is, that is in Kirk Andreas on the North.",1841.3,1846,
NM,Shen yn boayl v'eh baghey.,That's where he was living.,1844.5,1846.5,
WC,Oh nee?,Oh is it?,1886,1887,
NM,"Ta mac echey baghey ayns Ramsey nish, ayns Laksey nish!","He has a son living in Ramsey now, in Laxey now!",1847,1851,
WC,"She, Laksey. She, shen eh.","Yes, Laxey. Yes, that's it.",1848.8,1851.4,
NM,Ta.,Yes.,1851.6,1852.3,
WC,"As ta baatey echey enmyssit yn, c'red yn? ""yn Speeideilys"".","And he has a boat called the, what's the? ""The Success"".",1851.4,1856,
WR,"Speeideilys? She, [?]ta [?]nane [?]ayn.","Success? Yes, there is one.",1856,1858.6,
NM,"She, shen eh, shen eh.","Yes, that's it, that's it.",1857,1859,
WC,Shen eh.,That's it.,1858.1,1859.7,
NM,"She, shen eh.","Yes, that's it.",1859.1,1860.2,
WC,Oh ta enney mie aym er ...,Oh I know him well ...,1860.2,1863,
NM,"Well, va'n- va'n dooinney shen as v'eh, err, v'eh ec y, ec y eeastagh, ayns Lerwick.","Well that, that man was and he was, err, he was at the, at the fishing, in Lerwick.",1862,1869.3,
WC,Row? Hmm.,Was he? Hmm.,1869.2,1874,
NM,"As v'eh yn chied traa va mish ayns shen, as va'n mainshter eck Ball as y, as y mainshter y baatey ainyn, as t'ad- t'ad, v'ad feer coardit.","And it was the first time that I was there, and her master was Ball and the, and the master of our other boat, and they are, they are, they got along well.",1869.2,1878,
WC,Row?,Did they?,1878,1879.4,
NM,"Va. As va nane elley, cha s'aym's c'red va'n, ta'n ennym eck, t'eh jarroodit aym. Vel shen bunnys ...?","Yes. And there was another one, I don't know what the, her name is, I've forgotten it. Is that almost ...?",1879,1891,
WC,Cha nee.,No.,1891,1892,
NM,[laughs],[laughs],1891.6,1894,
WR,Ta yn ennym echey jarroodit ayd?,You've forgotten its name?,1894,1896,
NM,"C'red? Oh ta, ta, ta'n ennym yn- yn- yn err, yn baatey elley jarroodit aym.","What? Oh yes, yes, I've forgotten the name of the, the, the, err, the other boat.",1896,1900,
WR,Vel ...?,Is ... ?,1896.3,1897.2,
WC,Ah?,Ah?,1900,1900.5,
WR,Mmm.,Mmm.,1900.1,1902,
NM,"Ta. Foddagh shiu err, err, feddyn, feddyn yn ennym eck ayns, ayns y thie customs, ayns, ayns Rhumsaa nish.","Yes. You could err, err, find, find her name in, in the customs house, in, in Ramsey now.",1901,1910.4,
WC,"Oh bee eh, bee eh ayns y thie shen.","Oh it will be, it will be in that house.",1909.2,1911.4,
WR,"Bee eh, bee eh.","It will be, it will.",1911,1912,
WC,Ta ram enmyn aym's.,I have lots of names.,1911,1913,
NM,C'red?,What?,1913,1914,
WC,"Ta ram, ram enmyn ...","I have lots, lots of names ...",1913.7,1917,
