Speaker,Manx,English,SubStart,SubEnd,Notes
WC,Hmm.,Hmm.,2385,2385.6,
DF,Cha nel traa ain dy shooyl nish.,We don't have time to walk now.,2385.5,2388,
JK,Cha nel traa ec ad dy shooyl nish.,They don't have time to walk now.,2388,2390.7,
WR,Cha nel.,No.,2390,2390.7,
DF,Cha nel.,No.,2390,2390.7,
WC,Cha nel.,No.,2390.6,2391,
JK,[coughs],[coughs],2391,2392.5,
WC,"Oh mannagh nee oo gobbyr, cha jean oo geddyn bee ny red erbee elley.","Oh if you won't work, you can't get food or anything else.",2392.5,2397,
JK,Cha jean oo gobbyr?,You won't work?,2397,2399.5,
WC,Mannagh jean oo gobbyr.,If you won't work.,2399.5,2401,
JK,"Well, bee oo foarst gobbyr son dy freayll oo hene ansh erbee.",Well you will have to work to keep yourself anyway.,2401,2407.4,
WR,Freayll oo hene bio.,To keep yourself alive.,2407.3,2409.2,
JK,Ta.,Yes.,2409,2409.7,
WC,Ta.,Yes.,2409.3,2411.3,
WC,Freayll oo hene bio.,Keep yourself alive.,2411,2413,
WR,Hmm.,Hmm.,2414,2415.5,
DF,"Vel ad, vel ad son loayrt Gailck dy mie ec y traa t'ayn?","Do they, are they able to speak Manx well at the moment?",2415,2418.5,
JK,Quoi?,Who?,2417.5,2418.5,
JK,Huh?,Huh?,2418.4,2419.2,
DF,"Ny, ny deiney aegey, vel ad son loayrt Gailck dy mie?","The, the young men, are they able to speak Manx well?",2418,2423,
JK,Oh cha nel fer ayns feed fer ayns keead son loayrt Gailck erbee. Oh.,"Oh there isn't a fellow in twenty, in a hundred who's able to speak any Manx. Oh.",2422.4,2430,
WC,"C'red, c'red t'ou coontey jeh'n Gailck err ain?","What, what do you think of err, our Manx?",2429,2433,
DF,C'red t'ou coontey jeh'n Gailck ainyn? Vel eh kiart ny dyn?,What do you think of our Manx? Is it correct or not?,2433,2436,
JK,"Oh well, ram jeh kiart dy liooar.","Oh well, lots of it is right enough.",2436,2438.3,
DF,Ta?,Yes?,2438,2439.3,
WC,Oh?,Oh?,2438,2439.3,
JK,Ta mee abyl loayrt diu as shegin dy ve yn aght ta mish loayrt neesht.,I'm able to speak to you and it must be the way I speak too.,2439,2446,
WC,Ta.,Yes.,2445.5,2446.5,
DF,"Ta, son, son ta ram sleih gra dy, nagh vel shin loayrt Gailck dy mie.","Yes, because, because lots of people say that we don't speak Manx well.",2445.5,2450,
JK,Oh.,Oh.,2450,2451.2,
DF,T'ad gra dy vel shinyn ersooyl cam.,They say we are wrong.,2451,2453.3,
JK,"Feallee, feallee cha nel toiggal eh my ta.","Folks, folks who don't understand it so it is.",2453,2355,
DF,"Shen eh, shen eh.","That's it, that's it.",2454.5,2456,
WC,"Shen eh, shen eh ghooinney.","That's it, that's it man.",2454.5,2456.5,
DF,Shen-,That-,2456,2460,
