Speaker,Manx,English,SubStart,SubEnd,Notes
NM,"As dooyrt eh, na- nagh noddagh ee ve, err, ve ny s'moal, ny s'moal na, na t'ee.","And he said, th- that she couldn't be, err, be more poorly, more poorly than, than she is.",1245.7,1251,
DF,Mmm.,Mmm.,1250.5,1251.2,
WC,She.,Yes.,1250.5,1252.4,
WR,Veagh ee marroo dy beagh ee ny s'moaley.,She would be dead if she were more poorly.,1251.4,1253.5,
NM,C'red?,What.,1253.2,1254.2,
WR,Veagh ee marroo dy beagh ee ny s'moaley.,She would be dead if she were more poorly.,1254,1256,
WC,Mmm.,Mmm.,1256,1257,
NM,"Ah, veagh, veagh, veagh. Oh t'ee feer voal.","Ah, yes, yes, she would. Oh she is very poorly.",1256.6,1261.4,
WR,"Hmm, mmm.","Hmm, mmm.",1257,1262,
WC,"Well, cha nel mee er nakin Thom Karran nish son tammylt edyr, ta, ta Gailck mie dy liooar ec Thom, nagh re?","Well, I haven't seen Thom Karran now for a while at all, Thom has pretty good Manx, isn't there?",1261,1268.4,
NM,"Oh well, ah, va Gailck echey ec keayrt, as t'eh jarroodit echey.","Oh well, ah, he knew Manx once, and he's forgotten it.",1266.8,1272.4,
WC,"Ta, ta.","Yes, yes.",1272.2,1273.2,
WR,Jarroodit echey nish hmm.,Forgotten it now hmm.,1272.2,1274,
NM,T'eh toiggal dy chooilley red.,He understands everything.,1273.3,1275,
DF,"Oh, ta ...",Oh yes...,1274.6,1275.6,
WC,Ta.,Yes.,1274.6,1275.6,
NM,Agh cha nel err.,But not err.,1275,1276.2,
DF,"... as Jamys neesht, t'eshyn toiggal neesht, dy chooilley ockle.","... and James too, he understands too, every word.",1275.6,1280,
WC,Neesht.,Too.,1277.3,1278.3,
NM,"Yeah, agh cha nel monney um ...","Yeah, but he doesn't have much um ...",1278,1280,
DF,Cha nel eh ...,He doesn't ...,1280,1280.7,
NM,"... cha noddagh eh gra monney, my ta.","... he couldn't say much, though.",1280.4,1281.9,
WC,Oh nagh ...,Oh no...,1281.4,1282.4,
WR,Mmm.,Mmm.,1281.4,1282.4,
DF,"Agh t'eh, t'eh toiggal mie dy liooar.","But he, he understands well enough.",1282,1284.5,
WC,"T'eh, t'eh toiggal.","He, he understands.",1283,1284.5,
NM,"Oh ta, ta.","Oh yes, yes.",1284,1285,
NM,Tra t'ou loayrt rish ayns Gailck.,When you speak to him in Manx.,1285,1287,
WC,Mmm.,Mmm.,1286.8,1288,
NM,"Oh ta, ta.","Oh yes, yes.",1287.4,1289,
DF,Tra t'ou taggloo rish.,We you talk to him.,1288,1289.5,
WR,Nagh row shinyn loayrt rish ...,Weren't we speaking to him ...,1289.4,1290.8,
DF,Va.,Yes.,1290.7,1291.4,
WR,... bunnys blein er dy henney?,... nearly a year ago?,1291.1,1292.2,
WC,Va.,Yes.,1292.4,1293,
WR,Ayns Creneash.,In Cregneash.,1292.4,1294.7,
DF,"Va, v'eh ny soie er y cleigh ayns shen as ...",He was sat on the hedgebank there and ...,1292.2,1295.1,
WR,Va.,Yes.,1295,1296.2,
DF,... v'eh goaill yn grian.,... he was taking the sun.,1295.7,1297.3,
WC,Agh ...?,But ...?,1296,1297,
NM,Ayns Creneash?,In Cregneash?,1296.2,1297.7,
DF,She.,Yes.,1297.2,1298,
WR,Shen eh,That's it.,1298,1299,
WC,Nagh vel obbyr erbee echey?,Doesn't he have any work?,1298,1300,
NM,Qu-.,Wh-.,1300,1301,
WC,Ec Jamys?,(Doesn't) James (have any)?,1300,1302,
NM,Ec James?,(Doesn't) James (have any)?,1302,1303,
WC,She.,Yes.,1302.5,1303.1,
NM,Oh cha noddagh eh jannoo obbyr nish.,Oh he couldn't do work now.,1303,1305,
WC,Cre'n eash t'eh eisht?,How old is he then?,1304.9,1306.4,
DF,T'eshyn moal agglagh nish.,He's awfully weak and unwell now.,1304.9,1306.4,
NM,"Oh t'eh moal, ta, ta, ta, ta, ta.","Oh he's weak and unwell, yes, yes, yes, yes, yes.",1306,1308.6,
DF,"Oh t'eh moal agglagh, ta.","Oh he's awfully weak and unwell, yes.",1306,1308.6,
WC,Ta?,Yes?,1307,1308,
NM,"Oh nagh vel, nagh row eh ayns y, ayns y, ayns y lhiabbee son, oh son bun- bunnys shey veeaghyn?","Oh isn't, wasn't he in, in, in bed for, oh for ne- nearly six months?",1308,1314.8,
WC,Row?,Was he?,1314.6,1315.4,
DF,Vel eh?,Is he?,1315.4,1316,
NM,"Va, oh v'eh feer moal.","Yes, oh he was very weak and unwell.",1315.2,1317,
WC,As cre'n eash t'eh ...?,And how old is he ...?,1317,1318.2,
NM,... nurree. Agh t'eh goll mygeayrt ...,... last year. But he's going around ...,1318,1320,
WC,Nish. Mmm.,Now. Mmm.,1320,1322,
NM,Nish. Lesh maidjey.,Now. With a stick.,1320,1322,
WC,She.,Yes.,1322,1323.3,
DF,She.,Yes.,1322,1323.3,
NM,"As t'eh, shegin da goaill kiarail as yinnagh eh ve tuittym.","And he's, he must take care and he would be falling.",1322.4,1327.6,
WR,Mmm.,Mmm.,1327.6,1328.4,
DF,T'eh dooinney doaiagh my ta.,He's a respectable man though.,1327.6,1329,
NM,"Oh ta, ta, ta, oh ta shin ooilley doaiagh ...","Oh yes, yes, yes, oh we are all respectable.",1329,1332.3,
WC,Oh ta!,Oh yes!,1331.3,1332.5,
DF,"Oh ta, dy jarroo!","Oh yes, indeed!",1331.4,1333,
NM,"... er y, er y Jiass.","... in the, in the South.",1332,1334.4,
DF,"Er y Jiass, she, shen eh.","In the South, yes, that's it.",1333,1335,
WR,[laughs],[laughs],1333,1335,
WC,Bunnys chammah as y Twoaie!,Nearly as good as the North!,1335,1337,
WR,Ta.,Yes.,1336.6,1338,
NM,C'red?,What?,1337,1337.7,
DF,Ooilley ny Pherrickyn ...,All the Petticoats ...,1337,1338.3,
WC,Bunnys chammah as y Twoaie! [laughs],Nearly as good as the North! [laughs],1337.4,1339.8,
NM,"Ta. Oh t'ad ny s'chammah [sic] na, yn, ny, ny, deiney voish y Twoaie.","Yes. Oh they are better than, the, the, the, men from the North.",1338.8,1345,
WC,[laughs],[laughs],1344.5,1345.6,
NM,Caine ny Pherrickyn c'red t'ou gra?,Caine the Petticoats what are you saying?,1344.5,1346.6,
DF,Caine ny Pherrickyn she.,Caine the Petticoats yes.,1346,1348,
WC,Mmm. [laughs],Mmm. [laughs],1346.6,1349,
DF,Mmm. Oh.,Mmm. Oh.,1349,1351,
NM,Ta. [laughs],Yes. [laughs],1347.2,1352,
WC,[laughs],[laughs],1350,1352.8,
NM,Oh t'ou uss nane jeh ny Pherrickyn neesht.,Oh you are one of the Petticoats too.,1352,1354,
DF,Oh ta dy jarroo ta.,Oh yes indeed yes.,1353.6,1355.5,
NM,Ta.,Yes.,1355,1356,
WC,Oh ta. [laughs],Oh yes. [laughs],1356,1358.5,
NM,Oh ta.,Oh yes. ,1358,1359,
WC,Hmm. Cha bee eh foddey nish derrey bee ooilley ny joarreeyn cheet voish Sostyn dy cur shilley orroo.,Hmm. It won't be long now until all the foreigners will be coming from England to visit them.,1359,1366,
NM,"Cha bee, cha bee, oh ta gaa ny three cheet agh ...","No, no, oh two or three are coming but ...",1364.5,1367.5,
DF,Vel oo goll dys y thie thooit my-leeaney?,Are you going to the thatched cottage this year?,1366,1368,
NM,"Cha s'aym's, cha nel mee er rieau clashtyn un 'ockle jeh.","I don't know, I haven't ever heard one word of it.",1367.6,1371.2,
WR,Nagh vel?,Haven't you?,1371,1372,
WC,Nagh vel?,Haven't you?,1371,1372,
DF,My vees oo ayns shen nee'm's cheet dy cur shilley ort reesht.,If you'll be there I'll come to visit you again.,1371.5,1375,
NM,"Well, haha.","Well, haha.",1372.5,1375,
WC,"Oh nee'm's neesht, nee'm's.","Oh I will too, I will.",1374,1376,
NM,"Cha ren, cha s'aym's, cha s'aym's.","I didn't, I don't know, I don't know.",1375,1378,
DF,Va mish ayns shen n- nurree ram keayrtyn ...,I was there l- last year lots of times ...,1378,1381,
NM,"Oh va, va dy jarroo!","Oh yes, you were indeed!",1380.3,1382,
DF,"... dy geddyn Gailck, nagh row mee?","... to get Manx, wasn't I?",1381.4,1383.5,
NM,[laughs],[laughs],1382,1383.4,
WC,Mish neesht.,Me too.,1383,1384,
NM,Va.,Yes.,1383.5,1384.4,
DF,"She, as va mee, shassoo ...","Yes, and I was, standing ...",1384,1388,
NM,"Oh nee'm man-, nee'm goll my my jinnagh oo, my nyina-, my yinnagh oo cheet dy, dy cur lesh mee seose as, dy chooilley laa.","Oh I will, if, I'll go if you would, if, if you would come to, to bring me up and, every day.",1387.4,1395.5,
DF,Oh nee'm's. Oh b'laik lhiam's jannoo shen neesht.,Oh I will. Oh I'd like to do that too.,1394,1398,
WC,"Shen eh. Ta, tra va mish ayns shoh ta mee, va mee cur lesh ...","That's it. Yes when I was here I am, I was bringing ...",1395.2,1400.2,
NM,"T'eh, t'eh gaase feer trome, goll seose, goll seose err-err y cronk.","It's, it's getting very difficult, going up, going up err-err the hill.",1399.7,1405,
WC,Oh? Ta.,Oh? Yes.,1401.4,1402.6,
DF,Vel eh?,Is it?,1401.4,1402.6,
WR,Ta.,Yes.,1402.8,1403.9,
WC,"Ta, ta, ta, hmm.","Yes, yes, yes, hmm.",1404.2,1408.5,
DF,Hmm.,Hmm.,1407,1408.5,
NM,Ta.,Yes. ,1408,1409.4,
WC,"As ta, ta dooinney voish Nerin, ta dooinney Oscar Mac Uilis, va eshyn veih, heose ayns shen err, um, nurree, err ...","And there is a man from Ireland, there is a man Oscar Mac Uilis, he was from, up there err, um, last year, err ...",1408,1419.6,
NM,"She? Va, va enn urree, fys aym urree [sic].","Yes? I knew, knew her [sic].",1413,1421,
WC,"T'eshyn cheet ayns err, tammylt beg nish.","He's coming in err, a little while now.",1420.7,1426.5,
DF,Vel eh?,Is he?,1426,1427,
WC,"Ta. Cre'n, cre'n mee t'eh cheet?",Yes. Which month is he coming?,1427,1430,
NM,Cre'n traa t'ad cheet dys shoh?,When are they coming here?,1428,1432,
WC,Err.,Err.,1431,1433,
DF,"Err, cha s'aym's nish.","Err, I don't know now.",1432.7,1435.6,
WR,Jerrey Souree.,July.,1435,1438,
WC,"She, ec Jerrey yn Souree.","Yes, at the end of the summer.",1437.8,1440,
DF,She mmm.,Yes mmm.,1437.8,1440,
NM,Jerrey yn Touree?,The end of the summer?,1439.8,1441.4,
WC,"She, she.",Yes.,1441,1443,
WR,"She, hmm, y touree shoh.","Yes, hmm, of this summer.",1441,1443,
NM,"Oh nee, cha nee ec y toshiaght eisht?","Oh is it, not at the beginning then?",1443,1445.6,
WC,Cha nel.,No.,1444.7,1445.4,
WR,"Cha nee, hmm, mmm.","No, hmm, mmm.",1444.4,1447,
NM,"Oh ho. Oh va mish smooinaghtyn dy row eh, dy row ad cheet moghey.","Oh ho. Oh I was thinking that he was, that they were coming early.",1446,1450,
WC,Mmm. Mmm.,Mmm. Mmm.,1446,1449,
WC,"Oh cha nel moghey edyr. [?]Kiart dy liooar. As, err, nee'm's cur lesh eh heose ayns shen dy cur shilley ort.","Oh not early at all. Right enough. And, err, I'll bring him up here to visit you.",1449.5,1457.2,
WR,Cha nel.,No.,1450,1451,
DF,"Cha nel, cha nel.","No, no.",1450,1451,
WR,She.,Yes.,1457.6,1458.59,
NM,"Huh. Oh v'eh, ren, v'eh ayns shen na- nagh row oo ginsh dou dy row eh ayns shen?","Huh. Oh he was, he did, he was there we- weren't you telling me that he was there?",1457.5,1463,
WC,"She, she, as cha row fys echey quoi v'ou.","Yes, yes, and he didn't know who you were.",1461,1465,
NM,Cha row fys aym's quoi v'eh.,I didn't know who he was.,1463.7,1465.8,
WC,Shen eh.,That's it.,1465.3,1466.2,
WR,Nagh row?,Didn't you?,1465.3,1466.2,
WC,"Hmm, mmm.","Hmm, mmm.",1466,1468,
NM,"Ren eh goll dys err, va mee goll thie, as err, dooyrt mish red ennagh rish eisht.","He went to err, I was going home, and err, I said something to him then.",1467.5,1473.6,
WC,Ta.,Yes.,1470.4,1471.3,
DF,Ayns Gailck?,In Manx?,1473,1474,
NM,Ayns Gailck?,In Manx?,1473.7,1475,
WR,She.,Yes.,1475,1476,
DF,Cre dooyrt shiu?,What did you say?,1475.3,1476,
NM,"Cha s'aym's nish c'red, t'eh jarroodit aym.","I don't know now what, I've forgotten.",1476,1480,
WC,"Ta, ta Gailck err.","He, he speaks Manx err.",1479.4,1481.6,
NM,"Agh ren, ren mee, ren mee err, geddyn fys eisht, quoi v'eh.","But I, I found out then, who he was.",1480.5,1486,
WC,Ta.,Yes.,1485.8,1487.4,
WR,Hmm.,Hmm.,1485.8,1487.4,
WC,Oh ta Gailck mie echey.,Oh he speaks good Manx.,1487,1488.5,
NM,"Oh ta. Ta, ta.","Oh yes. Yes, yes.",1488,1490.2,
WC,"Ta. Gailck Yernagh as Albinagh, as Manninagh.","Yes. Irish and Scottish, and Manx Gaelic.",1489,1494,
NM,"She. Oh ta, ta. [clock chimes]",Yes. Oh yes [clock chimes],1492,1498.5,
DF,"Ta'n clag woalley shey, shiaght er y clag","The clock is striking six, seven o'clock. ",1498,1500.5,
WC,Oh!,Oh!,1498,1499.3,
WR,Oh ta.,Oh yes.,1498,1499.3,
NM,"Ta, bee, err, bee shen, [laughs] bee shen currit er y red shen neesht.","Yes. That will be [laughs], that will be put on that thing too.",1500,1505,
DF,"Bee shen currit sheese son dy bragh as dy bragh, nagh bee?","That will be put down for ever and ever, won't it?",1503,1506.3,
WC,"Bee shen er yn, yn [?]recortys neesht.",That will be on the recording too.,1501.4,1505,
NM,"[laughs] bee, bee.","[laughs] yes, it will.",1506,1508,
WC,"Bee, she, hmm.","It will, yes, hmm.",1506,1509,
DF,"Clag, clag Ned Maddrell.","The clock, clock of Ned Maddrell.",1509,1512,
NM,"Bee ny sleih, bee, bee ny sleih, bee ny, ny, err, sleih gra oh well ta clag, oc shen ansh erbee.","The, the people will be, the people will be saying oh well they have a clock anyway.",1509,1517.5,
WC,Oh ho bee!,Oh ho bee!,1517.4,1519,
DF,[laughs],[laughs],1517.4,1521,
WR,She.,Yes.,1517.4,1519,
NM,[laughs] Cha nel ad fegooish traa!,[laughs] They aren't without time!,1519,1522.2,
WC,"[laughs] er lhiam, um, err.","[laughs] I think, um, err.",1521.5,1525,
DF,Sheese son dy bragh as dy bragh.,Down for ever and ever.,1524,1526.5,
NM,[laughs],[laughs],1526.2,1527.2,
WC,Oh bee!,Oh yes!,1527,1528,
NM,"Ta, ta.","Yes, yes.",1527.7,1529,
WC,"T'eh, t'eh.","It is, it is.",1528.5,1532,
,,,,,
WC,"Vel monney partanyn goll mygeayrt yn, ec y traa t'ayn?","Are many crabs going about the, at the moment?",1534,1537.4,
NM,"Cha s'aym's cha nel mish, cha nel mish ...","I don't know I don't, I don't ...",1536,1538,
WC,Mmm?,Mmm?,1538,1539,
NM,"... goll sheese monney dy, fakin ad.","... go down much to, see them.",1539,1542,
WR,"Bee eh ro voghey foast, my ta.","It'll be too early yet, though.",1540,1542,
WC,"Foast ta, nish t'eh, t'eh ro voghey.","Yet yes, now it is, it's too early.",1542,1546,
WR,Hmm.,Hmm.,1543,1544,
NM,"Mysh err three, three shiaghtin er dy henney va'n dooinney cur lesh daa partan ayns shoh, as v- v'ad feer vie.","About err three, three weeks ago the man was bringing two crabs here, and they were very good.",1545.3,1554.4,
WC,Ren?,Did he?,1552,1553,
NM,"Va, ta. Ta.","Yes, yes. Yes.",1554.5,1559,
WC,"Oh va, oh t'ad mie.","Oh yes, oh they're good.",1554,1556,
DF,"Mmm, mmm. T'ad mie.","Mmm, mmm. They're good.",1553,1557,
WR,Mmm.,Mmm.,1557,1559,
WC,As gimmee neesht.,And lobsters too.,1558.7,1560,
DF,"Gimmee, gimmee t'ad mie neesht.","Lobsters, lobsters they are good too.",1559.8,1561.8,
NM,"Oh t-, t'ad ro deyr my ta, ny gimmee.","Oh th- they are too expensive though, the lobsters.",1560.7,1564.2,
WC,"Oh ta, ta. Oh t'ad mysh kiare skillin y punt, ta mee credjal.","Oh yes, yes. Oh they are about four shillings a pound, I believe.",1562.8,1568,
NM,Vel?,Are they?,1568,1568.8,
WR,Ny gimmee?,The lobsters?,1568.5,1569.3,
DF,Vel?,Are they?,1569,1570,
WC,"Ta, gimmee.","Yes, lobsters.",1568.4,1570,
NM,"Ta, cha s'aym's c'red, nish, c'red, c'red t'ad err.","Yes, I don't know what, now, what, what they are err.",1569.8,1575,
WC,"Oh ta. Ta, as ta braddan, ta braddan ...","Oh yes. Yes, and salmon is, salmon is ...",1571,1577,
WR,Ny s'deyrey na feill!,Dearer than meat!,1572,1575,
DF,Oh!,Oh!,1577,1577.7,
WC,... shey skillin as shey phingyn y punt!,... six shillings and six pounds a pound!,1577.6,1581,
DF,[coughs],[coughs],1579,1582,
WC,Vel monney braddan goll mygeayrt?,Are many salmon going around?,1582,1584,
NM,"Cha nel, cha nel, cha nel veg mygeayrt ayns shoh.","No, no, there aren't any around here.",1584,1587,
DF,"Cha nel m- veg mygeayrt y Jiass, vel?","There aren't m- any around the South, are there?",1586.2,1588.7,
NM,"Cha nel, cha nel, cha nel, cha nel err, awin ayns shoh son, son dy [?] cheet ayn.","No, no, no, no err, a river here for, for to [?]come in.",1588,1593.6,
WR,Cha nel? Hmm.,No? Hmm.,1592.6,1594.4,
DF,"Skylley, Skylley Santon, (unclear)","Kirk, Kirk Santon. (unclear)",1593.4,1596,
WC,Oh ta ram ayns baie Rhumsaa.,Oh there are lots in Ramsey bay.,1594.3,1597.6,
NM,C'red?,What?,1597,1597.7,
WC,Ta ram jeu ayns baie Rhumsaa.,There are lots of them in Ramsey bay.,1597.3,1599.1,
DF,Nish?,Now?,1599.1,1599.7,
NM,Vel?,Are there?,1599.6,1600.3,
WC,"Ayns y sourey, choud's ta mee toiggal. Ta.","In the summer, as far as I understand. Yes.",1600,1603,
WR,Mmm.,Mmm.,1602.4,1603.1,
WC,Mmm.,Mmm.,1603,1604,
NM,"Vel ad goll seose ayns y, ayns y, ayns yn awin?","Are they going up in the, in the, in the river?",1603.4,1606,
WC,"Nish? Ta, ta.","Now? Yes, yes.",1605,1607.6,
WR,"Ta, ta. Ah ta.","Yes, yes. Ah yes.",1605,1607.6,
NM,"Oh veagh ad, bee ad goll seose ayns err, err, Balley Cashtal as, as err ...","Oh they would be, they will be going up in err, err, Castletown and, and err ...",1607,1612,
DF,"She, Balley Cashtal, she. As ...","Yes, Castletown, yes. And ...",1610.8,1613.4,
WC,Bee.,Yes.,1612,1613,
WR,She.,Yes.,1612,1613,
NM,"... as Doolish neesht, as Cass ny Hawin.",And Cass ny Hawin.,1612.4,1615.2,
DF,"Doolish. Cass ny Hawin, shen yn boayl share t'ad gra.","Douglas. Cass ny Hawin, that's the best place they say.",1613.6,1617.1,
NM,"She, t'ad gra shen.","Yes, they say that.",1617,1618.4,
DF,Ta.,Yes.,1618,1618.5,
WR,Mmm.,Mmm.,1618,1619.4,
WC,"Oh va mee magh ec Kione ny Hayrey lesh lieen, eeastagh braddanyn dy mennick.","Oh I was out at the Point of Ayre with a net, fishing salmon often.",1619,1624.6,
NM,Ta?,Yes?,1624.6,1625.5,
WC,Mmm.,Mmm.,1625.5,1627,
DF,Ah.,Ah.,1627,1629,
WR,Hmm.,Hmm.,1627,1629,
WC,Mmm.,Mmm.,1627,1629,
NM,"Ah t'ad ooilley ro deyr jiu son dy, son dy kionnagh ad. ","Ah they are all too expensive to, to buy them.",1629,1633.6,
WC,"Oh, ta.","Oh, yes.",1632.3,1634,
WR,Ta.,Yes.,1632.3,1634,
NM,"Cha jean yn, yn argid greie eh.",The money won't furnish it.,1633.5,1636.5,
WC,Cha jean.,It won't.,1636.1,1638,
DF,"Cha jean, Cha jinnagh eh.","It won't, it wouldn't.",1636.1,1638,
WC,Mmm.,Mmm.,1638,1640,
DF,As c'red ta shiu coontey jeh'n emshyr jiu?,And what do you think of the weather today?,1638.4,1641,
NM,Cha nel mee coontey monney jeh.,I don't think much of it.,1641,1642.6,
WC,[laughs],[laughs],1642,1643.4,
DF,Nagh vel?,Don't you?,1642.3,1643.2,
NM,Ta shin goll dy geddyn caghlaa.,We are going to get a change.,1642.4,1644.5,
WC,"Ta, ta dy jarroo.","Yes, yes indeed.",1644,1645.6,
DF,Dy jarroo.,Indeed.,1644.5,1646,
NM,Ta shin goll dy geddyn palchey geay as fliaghey.,We are going to get plenty of wind and rain.,1645.1,1649,
DF,"She, as ...","Yes, and ...",1649,1651,
NM,Roish yn moghree.,Before the morning.,1649.3,1651.4,
WC,Ta.,Yes.,1651.2,1652.2,
DF,As red erbee elley?,And anything else?,1652,1653.5,
NM,"Oh, c'red, n- cha nel shen dy liooar dhyt?","Oh, what, that's not enough for you?",1653.5,1656.4,
WC,[laughs],[laughs],1656,1657.3,
DF,Cha s'aym's edyr.,I don't know at all.,1655.7,1657.2,
NM,T'eh dy liooar dooys!,It's enough for me!,1656.7,1658.3,
WC,[laughs],[laughs],1658,1660,
DF,"Ta ram bodjallyn mygeayrt neesht, nagh vel?","There are lots of clouds about too, aren't there?",1660,1663.5,
WC,Oh ta.,Oh yes.,1663.5,1664.5,
NM,Vel?,Are there?,1664,1665,
DF,Ram bodjallyn.,Lots of clouds.,1664.8,1666,
NM,"Oh my, ta, ta'n, ta'n, ta'n, ta'n aer bunnys coodit.","Oh yes, the, the, the, the sky is nearly covered.",1665,1668,
WC,Ta.,Yes.,1668,1669.4,
DF,Ta.,Yes.,1668,1669.4,
WR,Bunnys coodit.,Nearly covered.,1668,1669.4,
NM,"Ta. Cha ren mee fakin, well, va, va, ren mee fakin yn, yn, yn, yn eayst, yn err, grian moghree shoh. Agh, cha row eh jeeaghyn mie.","Yes. I didn't see, well, there was, was, I saw the, the, the, the, the moon, the err, sun this morning. But, it wasn't looking good.",1668.7,1669.4,
WR,Mmm.,Mmm.,1675,1676,
WR,Cha row eh son foddey.,I wasn't for long.,1677.6,1679.3,
NM,V'eh jeeaghyn ro gial. ,It was looking too bright.,1678.5,1680,
WC,Va.,Yes.,1680,1681,
DF,Vel eh?,Is it?,1680,1681,
WR,Hmm.,Hmm.,1680,1681,
WC,Va.,Yes.,1681,1682.5,
NM,V'eh gial bane.,It was bright white.,1683,1685,
WC,Va.,Yes.,1685,1687,
WR,Va.,Yes.,1685,1687,
DF,Ta shen drogh cowrey nagh vel?,That's a bad sign isn't it?,1687,1688.8,
NM,"Ta, ta, ta, ta, ta, ta, ta.","Yes, yes, yes, yes, yes, yes, yes.",1688.6,1692,
WR,"Ta, mmm, mmm.","Yes, mmm, mmm.",1687.2,1691,
DF,Nagh re?,Isn't it?,1689,1690,
WC,Ta. Drogh dy liooar.,Yes. Bad enough.,1691.6,1694,
NM,"Va peiagh ennagh briaght jeem, nane jeh ny laghyn, laghyn chaie, dy yeeaghyn, row, row, row ad freayll yn, yn, yn Gailck goll foast, as dooyrt mish dy row, as dooyrt, as dooyrt yn fer ""Quoi ta gra, quoi ta taggloo eh eisht?"" as dooyrt mish ""Fer enmyssit Faragher, as fer elley enmyssit Radcliffe, voish Rhumsaa.""","Someone was asking me, one of the days, days recently, to see, whether they were keeping the, the, the Manx going still, and I said that they were, and the fellow said, said ""Who is saying, who is speaking it then?"" and I said ""A fellow called Faragher, and another fellow called Radcliffe, from Ramsey.""",1694,1727,
DF,Ta?,Yes?,1727.7,1728.7,
NM,"V'eh goaill yindys, dy row ad, dy, dy row, row deiney aeg abyl taggloo eh.","He was amazed, that they were, that threre were, were young men able to speak it.",1728.7,1734.5,
DF,Abyl taggloo eh.,Able to speak it.,1734,1735.2,
NM,Va.,Yes.,1735,1736,
WC,"Quoi va shen, eisht?","Who was that, then?",1735.8,1737.6,
NM,C'red?,What?,1737.3,1738.2,
WC,Ayns shoh?,Here?,1738,1739,
NM,Cha s'aym's quoi v'eh.,I don't know who it was.,1738.8,1741.4,
WC,"Mmm, mmm.","Mmm, mmm.",1740,1741.7,
WR,Row eh joarree?,Was he a foreigner?,1741,1742.5,
NM,"Cha row eh, cha row eh joarree, err, err y dooinney va mygeayrt ...","He wasn't, he wasn't a foreigner, err, err the man who was around ...",1742,1747,
DF,"Oh t'eh ny smoo na, ny smoo na shinyn neesht, t'eh ...","Oh it's more than, more than us too, it's ...",1745.7,1748.5,
WR,"Oh she, foddey ny smoo na shinyn.","Oh she, far more than us.",1748,1751.2,
DF,"T'eh mysh err, mysh three feed dy licklee. Three feed [?]deiney aegey.","It's about err, about sixty probably. Sixty young men.",1749.2,1754.4,
WR,Three-feed. Oh ta.,Sixty. Oh yes.,1752,1754,
NM,"She? Oh ta, ta. Agh cha nel mish, cha nel ad cheet yn raad aym's my ta.","Yes? Oh yes, yes. But I am not, they don't come my way though.",1751.9,1756.5,
DF,"Cha nel, cha nel.","No, no.",1756.4,1758,
WC,"Cha nel, cha nel.","No, no.",1756.4,1758,
NM,"Well cha nel err, cha nel fys aym's c'red t'ad gra eisht, ...","Well I don't err, I don't know what they say then, ...",1757.4,1762,
WC,Mmm.,Mmm.,1758.4,1759.3,
WR,Mmm.,Mmm.,1762,1763,
NM,"... tra nagh vel err, tra nagh vel mee taggloo roo.","... when I err, when I don't talk to them.",1762,1765,
WR,Mmm.,Mmm.,1764.5,1766,
NM,[coughs],[coughs],1766,1769,
DF,"Oh nee mayd, nee mayd freayll eh bio, choud as ta shin abyl.","Oh we'll, we'll keep it alive, as long as we can.",1766,1770.8,
NM,Ah? Choud as t'ou bio oo hene.,Ah? As long as you are alive yourself.,1769,1772.2,
DF,Ta. Shen eh.,Yes. That's it.,1772,1773.2,
WC,Ta.,Yes.,1772,1773.2,
NM,Ah.,Ah.,1773.4,1775,
DF,"As foddee bee ny paitchyn ain hene, bee adsyn abyl dy loayrt Gailck neesht.","And maybe our own children, they will be able to speak Manx too.",1774.5,1778.7,
WR,Bee.,They will.,1776,1777,
NM,"Err, err. Oh foddee dy bee, foddee dy bee!","Err, err. Oh maybe they will, maybe they will!",1777,1781,
WR,Foddee.,Maybe.,1780,1782,
DF,Ta.,Yes.,1782,1783,
NM,"T'ou jeeaghyn myr lhisagh oo, ceau son tammylt liauyr ansh erbee.","You look like you should, last for a long while anyway.",1783,1787.4,
DF,"Oh ta, ta!","Oh yes, yes!",1786.2,1788.2,
WR,Oh nee eshyn ceau son tammylt foast!,Oh he will last for a while yet!,1787.5,1790,
DF,Dy jarroo!,Indeed!,1788.1,1789,
NM,Ta?,Yes?,1789.3,1790,
WC,Oh bee.,Oh,1789.8,1790.6,
NM,Ta dy jarroo!,Yes indeed!,1790.4,1791.3,
WC,Bee. Mmm.,He will. Mmm.,1791,1792.6,
DF,Ta.,Yes.,1791,1792,
DF,Cha nel mee jeeaghyn ro olk my ta.,I don't look too bad so I don't.,1792.4,1794.1,
NM,"Cha nel, cha nel, cha nel, cha nel.","No, no, no, no.",1793.7,1796,
DF,"Va fer ennagh ayns Doolish laa jea as dooyrt eh yn red cheddin, dy vel mee jeeaghyn mie agglagh.","There was a fellow in Douglas yesterday and he said the same thing, that I am looking awfully well.",1796,1801.8,
NM,Quoi v'eh? Quoi v'eh?,Who was he? Who was he?,1801.5,1803,
DF,Oh v'eh (unclear).,Oh he was (unclear).,1802.6,1804.3,
NM,"Row eh, row eh, row eh voish y Jiass?","Was he, was he, was he from the South?",1803.4,1805.7,
DF,Cha row.,No.,1805.5,1806.3,
NM,"Oh, oh.","Oh, oh.",1806.2,1808,
NM,"T'ou jeeaghyn mie neesht, as gow kiarail jeed hene. Ta deiney mie feer goan nish.","You look well too, and take care of yourself. Good men are very scarce now.",1810.4,1816.6,
DF,Oh. Nee'm's.,Oh. I will.,1813.5,1815.5,
DF,"Oh ta, ta, ta'd goan.","Oh yes, yes, they are scarce.",1816.2,1818.4,
