English,Manx,Notes
"[NE: For thine (yours) is the kingdom, the power, and the glory,]",,
18. For ever and ever. Amen.,18. “Son dy bragh as dy bragh. Amen.,
"19. Thank you, that was wonderful.","19. Gur eh mie eu, va shen yindyssagh.",
20. I must learn and remember that.,20. Shegin dou gynsagh as cooinaght er shen.,
Notes on Lesson 17,,
"1. “chaie” This word appears to be identical with “hie,” the past tense of “goll,” and in Scots gaelic it is “chaidh,” for both, with the meaning ‘that which has gone.’",,
"2. “mayrey” is the genitive case of moir = mother.  dyn or  gyn = without, and also can mean not to, ‘Ve inshit dou dyn dy yannoo eh, (I was told not to do it.).",,
3. Notice the irregular plural of keeill.,,
"4. “Shimmey,” = she + immey, which Dr. Kelly gives as the comparative of “ymmodee.” ",,
"5. 6. ‘toshiaght,’ = beginning, commencement, the bow of a ship, etc., ‘toshiagh’ =a  leader. chieftain, as in Eire the Prime Minister is known as “an Toiseach.” goaill toshiaght = take a begmmng, commence, goll er e hoshiaght = going forward, prospering. cur er e hoshiaght = put forward, promote.",,
"7. ‘dooie’ = kind. good-natured, friendly, courteous, patriotic. It can also mean natural, true-born [NE; native]. (Manninagh dooie.)",,
"8. “fockley magh,” = proclaim, promulgate, utter, express, declare, speak. etc. The Speaker of the Keys is known as ‘Fockleyder ny Kiare as Feed.’ (the twenty four.).",,
"17. Idiomatically ‘lesh’ is used to denote possession: Quoi s’lesh yn lioar? Ta’n lioar ec Tom, agh she lhiams ee. (Whose is the book? Tom has the book,  but it is mine.)",,
"20. ‘ynsagh’ = learning and teaching. ‘cooinaght-yn.’ The termination -yn is often omitted in spoken Manx. Notice the preposition er with ‘cooinaght.’ There is a more idiomatic way of saying ‘I remember.’ —S'cooin lhiam, · (’tis a memory with me).",,
Lesson 18,,
"1. Is ‘'himself’ at home, Mrs. Watterson?","1. Vel eh-hene sthie, Venainster Kodeyre?",
"2. No, but he won't be long.","2. Cha nel, agh cha bee eh foddey.",
"3. Come in and sit down, William.","3. Trooid stiagh as soie sheese, Illiam. .",
"4. Have you had tea, dear fellow (man)?","4. Vel shiu lesh tey, ghooinney veen?",
"5. Yes, thank you, I got a bite of food in Laxey.","5. Ta, gur eh mie eu, hooar mee greim dy vee ayns Laksaa.",
6. Will you not take another cup? ,6. Nagh yiow shiu cappan elley?,
"7. Very well, I have an awful thirst.","7. Mie dy liooar, ta paays agglagh orrym.",
8. Do you take sugar? One or two?,8. Vel shiu goaill shugyr? Nane ny jees?,
.,,
"9. Two if you please, I have a sweet tooth","9. Jees, my sailliu, ta feeackle villish aym.",
10. I was doing without it for years.,10. Va mee jannoo n’egooish rish bleeantyn.,
"11. But there’s plenty to be got now, and· I am taking my fill.","11. Agh ta palchey ry-gheddyn nish, as ta mee goaill my haie.",
12. I see that you were baking today!,12. S’leayr dou dy row shiu fuinney jiu!,
"13. You’re right, do you smell it?",13. Ta shiu kiart. Vel shiu soaral eh?,
14. There’s a good sweet smell in the house.,14. Ta soar mie millish ’sy thie.,
"15. I have to make bread, soda­cake and ‘bonnag’ twice in the week.","15. Shegin dou jannoo arran, soddag as bonnag daa cheayrt ’sy chiaghtin.",
16. Won't you take a soda-cake and fresh butter?,16. Nagh gow shiu soddag as eeym oor?,
"17. I will, with pleasure, I love it.","17. Gowym lesh taitnys, s’mie lhiam eh.",
18. I am very much obliged to you.,18. Ta mee mooarane kianglt booise diu.,
19. I believe that ‘himself’ is coming now.,19. Ta mee cra’al dy vel eh-hene cheet nish.,
"20. Good evening, Wiilie,I see you have your feet under the table! That’s good!","20. Fastyr mie, Illiam, ta mee fakin dy vel dty chassyn fo’n voayrd! S’mie shen!",
"21. As my grandfather would say, ",21. Myr yiarragh my yishag vooar,
22. “Give a piece to the raven and he’ll come again.”,22. “Cur meer da’n feeagh as hig eh reesht.”,
"1. ‘himself,’ = the man of the  house.",,
"4. Note the idiom, “Are you with tea?”",,
"7. ‘paays,’ ·the noun, ‘paagh,’ or colloquially ‘paa,’  the  adjective, thirsty, parched. One might say ‘ta mee paa agglagh’ instead of saying ‘ta paays agglagh orrym’.",,
"9. ’my sailliu,’ There is an old Gaelic word ‘aill’ meaning, ‘will, desire, pleasure, etc.,’ hence ’saillym’ = she +aill + lhiam, (‘Tis a wish with me, ’tis my pleasure, etc). Similarly with all the personal pronouns. sailt, saillish, saill’ee, saillhien, sailliu, saillhieu. In the Manx Prayer Book, the questions in the marriage service are given as ‘Nailt?’ (Wilt thou have .... etc.) But the answer is wrongly given as ‘Neem,’ which ought to be ‘Saillym.’",,
"12. ’s leayr, ‘leayr’ = clear, evident, obvious. Hence s’leayr dou =  ’tis clear to me, I see, perceive, etc.",,
"15. ‘bonnag’ is the same as the Scots, ‘bannach’ or ‘bonnach.’ a flat cake. .",,
"There are many expressions in Gaelic for ‘I like, I love,’ etc. S’mie lhiam, ’tis good with me; S’laik lhiam, ’tis a liking with me; S’taittin lhiam, ’tis a delight with me. Love = graih. ‘I love ... ‘ = ’ta graih aym er ... ‘ or ‘ta mee graihagh er.’",,
"18. Literally, ‘I am much bound in thanks to you.’ the word ‘kianglt’ is pronounced with the ‘n’ strongly nasalised.",,
"19. ‘cra’al,’ a colloquialism. for 'credjal.'",,
"22. A Manx proverb. (The raven being a voracious bird, hence ravenous.'",,
Lesson 19,,
"1. Whose is the dog you have, Phil?","1. Quoi s’lesh yn moddey t’ayd, Phil?",
"2. He is mine, my own dog.",2. S'lhiams eh; my voddey hene.,
3. His head is growing grey.,3. Ta’n chione echey g’aase lheeah.,
"4. Yes, like myself, he’s going downhill.","4. Ta, gollrhym-pene, t’eh goll",
5. He has no teeth and he’s nearly blind.,5. Cha nel feeacklyn echey as t’eh bunnys doal.,
6. But I haven’t the heart to put him away.,6. Agh cha nel y chree aym dy chur ersooyl eh.,
"7. I can understand that, a good dog is a true friend.",7. Foddym toiggal shen; ta moddey mie ny charrey firrinagh,
8. Many a time ‘Prince’ has brought me home through storm and darkness.,8. Shymmey keayrt ta ‘Prince’ er chur lesh thie mish trooid sterrym as dorraghys.,
"9. And in the snow too, when I might have been lost.",9. As ’sy sniaghtey neesht tra oddins er ve caillt.,
"10. I see that you have a hound, Sam.","10. Ta mee fakin dy vel coo euish, Sam.",
11. I don’t reckon much of dogs of that kind. (the like of that.),11. Cha nel mee coontey money jeh moddee yn lheid shen.,
12. Cammah eisht? T’eh mie er­bastal son conning.,12. Why then? He is exceptionally good for a rabbit.,
,[NE: He is exceptionally good at catching rabbits.],
"13. Maybe he is, but I prefer a dog for the sheep and the cattle.",13. Foddee dy vel; agh share lhiam moddey son ny kirree as yn ollagh.,
14. My own dog is intelligent and well-trained.,14. Ta’ n moddey aym-pene tushtagh as mie-ynsit.,
15. I got him from Scotland he was a pup.,"15. Hooar mee eh voish n’Albin, as eshyn ny whallian.",
16. V’eh gobbragh da bochilley ayns shen.,16. He was working for a shepherd there.,
17. Cha b’aillish y bochilley lhiggey yn raad da.,17. The shepherd did not wish to 1et him go.,
18. He was hoping to enter him for the ‘National Trials.’,18. Ve jerkal cur stiagh eh son ny Prowallyn Ashoonagh.,
"19. We’d better be moving Sam, it’s getting dark.","19. B’are dooin ve gleashagh, Sam, te tuittym dorraghey.",
"20. As bee frass ain dy gerrid, er­lhiam.","20. And we’ll have a shower shortly, I’m thinking.",
Lesson 20,,
1. I’m glad to meet thee my friend.,"1. S’mie lhiam cheet dty whaiyl, y charrey.",
"[NE: Glad to meet you, friend.]",,
2. I heard that you had the ’flu.,2. Cheayll mee dy row yn murrain ort.,
3. That was a few days ago.,"3. O, va shen kuse dy laghyn er dy henney.",
"4. I’m getting over it, and getting better and stronger each day.","4. Ta mee couyral nish, as g’aase ny share as ny stroshey dagh laa.",
5. Aren’t you working for John Robin?,5. Nagh vel hiu gobbragh da Juan Robin?,
6. Cha nel obbyr ry-gheddyn ec y traa t’ayn.,6. There’s no work to be found at present.,
7. I’ve been idle for three weeks,7. Ta mee er ve my haaue rish tree shiaghtin.,
,,
8. It’s scandalous — Hundreds of men and no work at them to do.,8. She scammyltagh eh — keeadyn dy gheiney gyn  obbyr oc dy yannoo.,
"9. Yes, but I’ll not stand it any longer.",9. She agh cha jeanyms shassoo eh ny sodjey.,
10. What do you intend to do then?,10. C’red t’ou kiarail dy yannoo eisht?,
11. I intend to go over the water.·,11. Te foym goll harrish yn ushtey.,
"12. To England? No, to Canada.","12. Dys Sostyn? Cha nee, dys Canada.",
God bless me! That’s a long way.,13. Shee bannee mee! S’foddey yn cheer shen.,
14. Perhaps we shall not see thee any more!,14. Foddee nagh vaikmayd arragh oo!,
[NE: We might never see you again!],,
"15. Don’t say that, I’ll come back to the Isle of Man some day.","15. N’abbyr shen, higyms er-ash gys Ellan Vannin laa ennagh.",
16. As soon as I shall have enough money.,16. Cho leah as vees argid dy liooar aym.,
17. Alas. I am grieved that we’ll have no ‘cooish’ in the days to come.,"17. Atreih, s’doogh lhiam nagh bee cooish ain ’sy traa ry-heet.",
"18. But my heart and my good wishes go with thee, dear fellow.","18. Agh ta my chree as my yeearreeyn mie goll mayrts, ghooinney veen.",
19. Good luck to thee and prosperity in the new country.,"19. Aigh vie ort, as sonnys ort ’sy cheer noa!",
"20. Don’t take on like that, I’m not about to die!","20. Ny gow er ’syn aght shen, cha nel mee er-chee geddyn baase!",
"[NE: Don’t fuss like that, I’m not about to die!]",,
21. Higmayd nyn guaiyl reesht roish my hedyms roym,21. We’ll meet again before I go away.,
Notes on Lesson 20,,
"1.  ‘coming in one’s meeting’. Note the possessive pronoun for each person; ‘... my whaiyl (meeting me) ‘ny whaiyl,’ (meeting him.) ‘... ny quaiy1, (meeting her.) and ‘... nyn guaiyl’ (meeting us you or them.) ",,
"2. ‘murrain,’ or ‘murran,’ a plague or contagious illness of any kind.",,
"4. ‘couyral,’ convalescing, improving. Is this from the English ‘re-covering’?",,
5. Note the preposition ‘da.’,,
"7. ‘taaue,’ = idle, indolent, still, quiet, motionless, etc.",,
"9. ‘ny sodjey,’ the comparative degree of ‘foddey,’ = longer, further.",,
"11. ‘te fo,’ = ’tis under him, he has a mind to, intends.",,
"12. When a question is asked without giving a definite verb and tense ‘cha nee’ may be used for ‘No,’ and ‘She,’ for ‘Yes.’",,
"13. ‘Shee’ = ‘Peace,’ but in this expression ‘shee’ is probably a corruption of Jee =  God. The Manx people were reluctant to use the name of the Holy One.",,
"19. ‘sonnys,’ = abunctance, plenty, good fortune, etc.; as opposed to ‘donnys’, = malady, disease, sickness, ill fortune.",,
"20. ‘er-chee’ = about to, having the intention of, aiming to.",,
21. Note the ‘my’ after ‘roish’. This appears to be peculiar to certain tenses when ‘before’ is used with a verb. Sometimes the ‘roish’ is omitted and only ‘my’ used to express ‘before.’,,
APPENDIX 1,,
Idiomatic phrases compounded with the assertive verb ‘she’ and the prepositional pronouns ‘lesh’ and ‘da’.,,
If you please.  ,My sailliu. ,
Wilt thou?,Nailt? ,
I do not wish.,"Cha naillym, ",
"We were. or would, be pleased.","Baillien,  ",
"T’is little with me, = I despise","S’beg lhiam, lhiat, lesh etc: . ",
"T’is right for me, I ought to.","S'cair dou, dhyt, da, etc.",
"T’was right for me, I ought to have.","By chair dou,",
"T’is a memory with me, = I remember.","S'cooin lhlam, lhiat, etc.",
He does not remember.,"Cha gooin lesh,",
Dost thou not remember?,Nagh gooin lhiat?,
We remembered.,"By chooinee  lhien,  ",
"T’is indifferent to me, = It is no  affair of mine.","S’cummey dou, dhyt, etc. ",
"T’is indifferent with me, =  I don’t care.","S’cummey lhiam, lhiat, lesh, etc.",
He didn’t care.,"By gummey lesh,",
,,
"T’is melancholy with me, =  I am sorry, grieved. sad.","S’doogh lhiam, lesh, Ihlen. etc.",
,,
T’is better for me. I had better. ,"Share dou, dhyt. da, etc. ",
"Better with me, = I prefer.","Share lhiam, lhiat, etc.",
"I would prefer, I would rather",B’are lhiam.,
Dost thou prefer?,Nhare lhiat?,
"T'is worth with me, = I think it worth while.","Sheeu lhiam, or S’feeu lhiam,",
I don’t think it worth while.,"Cha neeu lhiam,",
Would it be worth your while to do it?,B’eeu dhyt y yannoo eh?,
T’is compulsion to me. = I must.,"Shegin dou, dhyt. da, etc.",
Thou must not ... .,Cha nhegin dhyt ... .,
[NE: You mustn’t ... .],,
Must we?,Nhegin dooin?,
[NE: Do we have to?],,
"I had to, I was compelled to.","B’egin dou, / Beign dou.",
"T'is knowledge, acquaintance, recognition to me. I know, (for certain),","Shione dou. dhyt, da, etc.",
Don’t you know?,Nagh nhione dhyt?,
I didn’t know.,"Cha b’ione dou,",
Many a ... Not many,Shimmey ... Cha nhimmey ,
"I like very much, I dearly love","Shynney lhiam, lhiat, lesh, etc.",
He does not love.,"Cha nhynney lesh,",
,,
Wouldst thou like very much?,Bynney Ihiat?,
,,
"T’is a liking with me, I like.","S’laik. lhiam. lhiat, etc.",
,,
Wouldst thou like?,B’laik lhiat?,
"T’is obvious to me, I see. I perceive.","S’leayr dou, dhyt, da, etc.",
He did not see.,Cha b’leayr da.,
[NE: It wasn’t obvious to him.],,
"I dare, ","S’loys dou, (dhyt, da, etc.)",
He dare not. ,Cha loys da.,
,,
We dare[d] not.,Cha b’loys dooin,
[NE: We didn’t dare. / We wouldn’t dare.],,
"T’is a desire / craving, with me. I wish. ","S’mian, lhiam, lhiat. lesh, etc.",
He did not desire.,Cha by vian lesh.,
"T'is good with me. = I like, ","S’mie lhiam, ",
"He didn’t like, etc.","By vie lesh, etc.",
"T’is great with me, =  I begrudge it.",S’mooar lhiam eh.,
[NE: It really matters to me.],,
"T’is ill with me, = I am sorry, grieved; I regret.","S’olk lhiam, lhiat, lesh, etc.",
"T’is delightful with me, =  I like, love, etc.","S’taittin lhiam, etc.",
"T’is sad, miserable, with me. =  I am sorry, distressed.","S’treih lhiam, etc,",
,,
APPENDIX 2,,
Comparative and superlative Degrees of Adjectives,,
"Many adjectives end in ....agh, and the comparative and superlative degrees are formed as follows :-",,
"Atchimagh, terrible, ny s’atchimee, more terrible, s’atchimee, most terrible. (ny smoo – more, and s’moo = most.)",,
ADJECTIVES IRREGULARLY COMPARED.,,
"beautiful,","aalin,",
"most beautiful, easiest,","s’aaley,",
easy,"aashag,",
easiest,"sassey,",
young,"aeg,",
youngest,"s’aa,",
"high,","ard,",
"highest,","s’yrjey,",
"beg,","small,",
"sloo,","smallest,",
"soft, moist","bog,",
softest,"s’buiggey,",
pretty,"bwaagh,",
prettiest,"s’bwaaie,",
"hot, warm","cheh,",
hottest,s’choe,
"tight, fast",chionn,
tightest,"s’chenney,",
thick,"chiu,",
thickest,"s’chee,",
"near,","faggys,",
nearest,"sniessey,",
"far, long","foddey,",
"farthest, longest","sodjey,",
"rough,","garroo,",
"roughest,","s’girroo,",
"bright, white","gial,",
brightest,"s’gilley,",
short,"giare,",
shortest,"s’girrey,",
strong,"lajer,",
strongest,"s’troshey,",
soon,leah,
soonest,s’leaie,
"wide,","lhean,",
widest,shlea,
"long, tall","liauyr,",
longest,"s’lhuirey,",
"good,","mie,",
"best,","share,",
"poor, slow","moal,",
poorest,"smelley,",
"large, big,","mooar,",
"largest,","smoo,",
"bad, evil,","olk,",
"worst,","smessey,",
"merry, lively,","reagh,",
"merriest,","s’reaie,",
"fat, broad,","roauyr,",
fattest,"s’riurey,",
"old,","shenn,",
oldest,"shinney,",
"thin,","thanney,",
thinnest,"s’theinney,",
"heavy,","trome,",
heaviest,"s’trimmey,",
"many,","ymmodee,",
"most,","shlee,",
APPENDIX 3,,
Idioms compounded with the Irregular Verbs.,,
(put the lie on.) ,"Cur breag er,",
[NE: call a liar] ,,
He called me a liar.,Hug eh y breag orrym.,
"(give to, thrash.)","Cur da,",
I’ll give it thee!,Veryms dhyts eh.,
[NE: I’ll thrash you!],,
"(put on, compel.)","Cur er,",
He made me do it.,Hug eh orryms jannoo eh.,
"(give back, restore.)","Cur er-ash,",
"Give me back my shilling,",Cur er-ash dou my skillin.,
"(put on footing, establish)","Cur er bun,",
The Society was founded in the year 1899.,Va’n Cheshaght currit er bun sy vlein 1899.,
"(put astray,) ",Cur er shaghryn.,
[NE: mislead],,
I was misled by his flattery.,Va mee currit er­shaghryn liorish e vrynneraght.,
"(put forward, to promote.)","Cur er y hoshiaght,",
,,
He put forward the case.,Hug eh y chooish er y hoshiaght.,
,,
(put recognition on.),Cur enn er.,
I didn't know him.,Cha dug mee enn er.,
"(put knowledge to, acquaint.)","Cur fys huggey,",
Please let me know.,"Cur fys hym, my saillt.",
(give heed to.),"Cur geill da,",
He paid no attention to me.,Cha dug eh geill dou.,
"(vanquish, overthrow.)","Cur haayrt,",
Our enemies were beaten.,Va nyn noidyn currit haayrt.,
"(put off, to undress.)","Cur jeh,",
Take off thy coat.,Cur jeed dty chooat.,
,,
"(bring, carry.)","Cur lesh,",
I'll bring the book tomorrow.,Verym lhiam yn lioar mairagh.,
"(put out, publish.)","Cur magh,",
We shall publish the whole story.,Vermayd magh yn clane skeeal.,
"(lay waste, destroy.)","Cur mow,",
Our Island was laid waste.,Va’n Ellan ain currit mow.,
"(put about, put on one’s clothing.)",Cur mysh,
She put on her shawl.,"Hug ee mo’ee e filleag,",
"(practise, commit.)","Cur rish,",
,,
He acted as my attorney.,Hug eh rish myr turneyr dou.,
"(propose, intend, advise.)","Cur roish,",
I propose not to do it.,Ta mee cur roym dyn dy yannoo eh.,
"(put a sight on, to pay a visit.)","Cur shilley er,",
Did you not visit my brother?,Nagh dug shiu shilley er my vraar?,
"(defy, challenge,)","Cur y lane fo,",
He defied me.,Hug eh y lane foym.,
Coming,CHEET,
"(come back, come to light, re-appear.)",Cheet er-ash,
,,
She will return on Saturday.,Hig ee er-ash Jesarn.,
"(come forward, succeed, flourish.)",cheet er y hoshiaght,
,,
I did not prosper in Ireland.,Cha daink mee er my hoshiaght ayns n’Erin.,
"(come with, prosper, succeed)",Cheet lesh,
,,
It is coming with me now. (I am getting on nicely.),Te cheet lhiams nish.,
"(appear, show itself)",Cheet rish,
,,
He appeared in a vision.,Haink eh rish ayns ashlish.,
"(coming in, income, revenue)",Cheet stiagh,
The Island’s revenue has increased.,Ta cheet-stiagh ny h-Ellan er vishaghey.,
,,
"(to meet, accost.)",Cheet ny whaiyl,
I’ll meet thee at two o’clock.,Higym dty whaiyl ec jees er y chlag.,
,,
taking,GOAILL,
"lodge, sojourn",Goaill aaght,
I'll put up at the hotel.,Gowyms aaght ’sy thie-oast.,
"(to fear, be afraid.)",Goaill aggle roish,
Don't be afraid of me.,Ny gow aggle roym.,
(to sing),Goaill arrane,
We sang heartily.,Ghow shin arrane dy creeoil,
"(undertake, take in hand)",Goaill ayns laue,
We’ll attend to it.,Goweemayd ayns laue eh,
"lament, make a fuss.",Goaill er,
,,
Don’t fret about yourself.,Ny gow er my dty chione.,
"(take rest, quiet)",Goaill fea,
Take it easy and sit down.,Gow fea as soie sheese.,
,,
(to long for),Goaill foddeeaght ny yei.,
She was longing for me.,V’ee goaill foddeeaght my yei.,
,,
to excuse,Goaill leshtal,
"Excuse me, please.",Gow my leshtal my saillt.,
,,
to pray,Goaill padjer,
Let us pray.,Lhig dooin padjer y ghoaill,
"acknowledge, confess",Goaill rish,
[NE: admit],,
If we confess our sins ....,My ta shin goaill rish nyn beccaghyn ...,
,,
to enjoy,Goaill soylley jeh,
,,
... than enjoy the pleasures of sin for a season.,... na dy ghoaill soylley jeh eunys peccah son earish.,
"begin, make a start on",Goaill toshiaght er,
I shall not begin until the morning.,Cha gowyms toshiaght er gys y voghrey,
"To wonder, be surprised.",Goaill yindys er,
I was greatly surprised at him.,Ghow mee yindys mooar er.,
going,GOLL,
"(retire, go to bed.)",Goll dy lhie,
It’s bedtime.,Te traa goll dy lhie.,
(going headlong.),Goll er mullagh ching (*),
(*) ,,
,,
"* ‘ching,’ is the aspirate of ‘king,’ the genitive of ‘kione’",,
mullagh ching ,top of the head,
He went headlong into the river.,Hie eh er mullagh ching ’syn awin.,
(go astray),Goll er shaghryn,
,,
We have strayed ... like lost sheep.,Ta shin er n’ghull er shaghryn ... casley rish kirree cailjey.,
(go forward.),goll er y hoshiaght,
Go forward.,Immee er dty hoshiaght!,
[NE: Go ahead! / Advance!],,
(confirmation by the bishop.),Goll fo laue yn aspick.,
We shall be confirmed at Easter.,Hemmayd fo laue yn aspick ec y Chaisht.,
(undergo an operation.),Goll fo skynn y fer-lhee.,
Will you have an operation?,Jed oo fo skynn y fer-lhee?,
"(depart, go away.)",goll roish,
Away with thee!,Immee royd!,
[NE: ,,
"(doing, making.)","JANNOO, ",
"(doing anew, repeat, remake.)","jannoo ass y noa,",
"Everything was re-made, repeated, done over again.",Va dy chooilley nhee jeant ass­y-noa.,
"(ailing, trouble.)","jannoo er,",
What is doing on thee? (what ails thee?),Cred ta jannoo ort?,
(to satisfy.),"jannoo magh,",
He has not had enough yet.,Cha nel eh jeant magh foast.,
"(esteem, cherish.)",Jannoo mooar jeh,
He thought a lot of the dog.,Ren eh mooar jeh’n moddey.,
(to show mercy.),Jannoo myghin er.,
"Lord, have mercy on us.","Hiarn, jean myghin orrin.",
"(esteem, value, accept.)",Jannoo soiagh jeh,
I will accept with pleasure.,Neem soiagh jeh lesh taitnys.,
(make good use of.),"Jannoo soo dy vie jeh,",
He made good use of the book.,Ren eh soo dy vie jeh’n lioar.,
