English,Manx,Notes
"     Hugh started to cry bitterly, and he begged him if would (could) take Sam home with him, and that permission was given to him quickly, because Martin was glad to get rid of the old dog. Sam was looking as if he would understand the matter between Hugh and Martin, because when his master turned his back and brought the gun to the house, Sam shook his tail, as if a great weight had gone from his mind. Sam had seen a partner or two / many partners shot after becoming lame and failing to pull the cart, but that night Hugh took Sam home, and how great was the effort the old dog on three legs (made) following him!","     Huitt Hugh er keayney dy-sharroo, as ren eh aghin huggey dy gowagh eh Sam marish dy-valley, as va’n kied shen currit da dy-tappee, son by vie lesh Martin geddyn rey rish yn çhenn voddey. Va Sam jeeaghyn myr dy beagh eh toiggal y chooish eddyr Hugh as Martin, son tra ren e vainster çhyndaa e ghreeym as cur leshyn y gun dys y thie, chraa Sam e amman, myr dy beagh trimmid moar er n’gholl jeh’n aigney echey. Va Sam er n’akin sheshey ny ghaa da lhiggit erreish da çheet dy ve croobagh as failleil tayrn y chairt, agh yn oie shen ghow Hugh Sam marish dy-valley, as by vooar eab[15] yn çhenn voddey er tree cassyn geiyrt er!",[15] by vooar eab] — evidently intended to translate ‘what a great effort it was’ — the attributive adjective [mooar] would be expected after [eab] — [eab mooar v’eh son] ‘is was a great effort for’.
"     Although Hugh’s father and mother were so placid to him, they gave a severe telling-off to the boy for bringing such a big clumsy, hairy and hungry creature near to the house, and Burgess wanted to shoot the dog right away. But Hugh knew about his father’s weak will, and he started crying bitterly and copiously, and finally he got permisson to turn out the little donkey, and give the donkey shed to the dog.","     Ga dy row ayr as moir Hugh cho kiune da, hug ad oghsan gyere da’n ghuilley son cur lesh lheid y cretoor mooar maaigagh, mollagh as accryssagh faggys da’n thie, as by vian lesh Burgess lhiggey yn moddey çhelleeragh. Agh va fys ec Hugh er meillid-aigney e ayrey, as huitt eh er keayney dy-sharroo palçhey, as fy yerrey hooar eh kied hyndaa magh yn assyl veg, as cur bwaag ny h-assyl da’n voddey.",
"     By means of a freat deal of care, kindness, and enough food, Sam took (gained) strength wonderfull, but his foot didn’t get ever get better. Every night, after Hugh had come home from school, Sam would be seen following him lamely and slowly on the road.","     Liorish mooarane kiarail, kenjallys, as bee dy-liooar, ghow Sam niart dy-yindyssagh, agh cha daase e chass ny share rieau. Gagh oie, lurg da Hugh v’er jeet thie veih’n schoill, , veagh Sam ry-akin g’eiyrt er dy-croobagh moal er y raad.[16]","[16] raad] ‘route’, ‘way’, ‘highway’. Often used in revived Manx for ‘road’."
"     At that time, there was a hansome little rowing boat on the mill pond, but no one had permission to touch er except he who owned it, and the foreman of the will and their families, and Hugh had learnt to row the boat very capably.","     Ec y traa shen, va baatey-ymmyrt beg bwaagh er loghan y wyllin, agh cha row kied ec fer erbee bentyn r’ee er-lhimmey jehsyn by lesh ee, as furriman y wyllin as nyn lught-thieyn, as va Hugh er n’ynsaghey gymmyrt y baatey dy-feer aghtal.",
"     One Summer evening, Burgess, his wife and Hugh to the pond, with Sam walking lamely following them. Hugh wanted to show the father and his mother how capable he was managing to row the boat, but his mother was against it, because it was starting to get dark.","     Fastyr souree dy row, hie Burgess, e ven as Hugh shooyl gys y loghan, as Sam shooyl dy-croobagh g’eiyrt orroo. By vian lesh Hugh jeeaghyn da’n ayr as y voir echey cre cho aghtal as v’eh çheet lesh dy ymmyrt y baatey, agh va e voir n’oi, er-yn-oyr dy row eh goaill toshiaght er keeiraghey.",
"     “Let him go,” said Burgess, and Hugh went easily from the shore. When he was in the middle of eh pond, the old Burgess  watched his son with loving eyes, and he said, “What a wonderful boy that will be, if he come to age.”","     “Lhig yn raad da,” dooyrt Burgess, as hie Hugh dy-aashagh veih’n traie. Tra v’eh ayns mean y loghan, yeeagh yn çhenn Burgess er e vac lesh sooillyn graihagh, as dooyrt eh, “Cre’n guilley yindyssagh vees shen, my jig eh gys eash.”",
"     Hardly were the words out of his mouth, when Hugh lost his grip on the oar, and he fell out of the boat into the deep water. The father and the mother called, out of their minds with fear, but there was no one near to hear and to help them. In the same instant, the old dog jumped into the pond, but his defective leg was preventing him from swimming but slowly. Hugh’s head became visible, and then he went out of sight again, and like that, two or three times, whilst poor Sam was trying his best to go to him.","     S’coan va ny fockleyn ass e veal, tra chaill Hugh e ghreim er y vadjey-raue, as huitt eh magh ass y vaatey stiagh ayns yn ushtey dowin. Deie yn ayr as y voir magh ass nyn geeayl lesh aggle, agh cha row fer erbee er-gerrey dy chlashtyn as dy chooney lhieu. ’Sy tullagh cheddin, lheim yn çhenn voddey stiagh ayns y loghan, agh va e chass lheamyssagh lhiettal da snaue agh dy-maol. Haink kione Hugh ry-akin, as eisht hie eh ass-shilley reesht, as myr shen daa cheayrt ny tree, choud’s va Sam boght shirrey e chooid share dy gholl huggey.",
"     Then they lost sight of the dog and the boy, and Mrs. Burgess began to rip her clothing, not knowing what to do, but presently they saw Sam’s head above the surface of the water, and he was making for the shore, and pulling something behind him, and seeming to be just like ‘himself’ when he’d be pulling the cart long ago, — his head up, and shaking his ears to drive away the flies.","     Eisht chaill ad shilley er y voddey as er y ghuilley, as ghow Benainster Burgess toshiaght er raipey e h-eaddagh, gyn-yss j’ee c’red v’ee jannoo, agh ny-sheyn, honnick ad kione Sam erskyn eaghtyr yn ushtey, as v’eh jannoo son y traie, as tayrn red ennagh ny yei, as jeeaghyn dy ve kiart goll-rish-hene tra veagh eh tayrn y chairt foddey-er-dy-henney, — e chione heose, as craa e chleayshyn dy eiyrt ersooyl ny quaillaghyn.",
"     Soon he came close enough to Burgess, so that eh could see that he had something between his teeth, — it was Hugh’s jacket he had, indeed it was, and Sam was pulling Hugh himself to the shore!","     Dy-leah haink eh faggys dy-liooar da Burgess, dy voddagh eh fakin dy row red ennagh echey eddyr e eeacklyn, — she jaggad Hugh v’echey, dy-jarroo ve, as va Sam tayrn Hugh-hene gys y traie!",
"     After thay had got the boy on dry land Hugh was, for a long, long time, coming to his senses, and Sam was, were anyone to take notice of him, after he had shaken the water once or twice out of his long, hairy, ear, keeping watch over on Hugh’s revival just as anxiously as anyone else. But poor Sam in his old age, he had done too much that night. He couldn’t walk home.","     Erreish daue v’er n’gheddyn yn guilley er y thalloo çhirrym va Hugh rish foddey foddey dy hraa çheet huggey-hene; as va Sam, dy beagh er erbee[17] goaill tastey jeh, lurg da v’er chraa yn ushtey keayrt ny ghaa ass e gheaysh mollagh liauyr, freayll arrey er aa-vioghey Hugh kiart cho imneagh as fer erbee elley. Agh Sam boght ayns e henn eash, v’eh er n’yannoo rouyr yn oie shen. Cha dod eh shooyl dy-valley.",[17] er erbee] [fer erbee]
"     They brought a barrow from the mill to carry him, but Sam died before the morning. Hugh almost broke his heart for his dog, and the neighbours were saying that they didn’t know which of them was more evident in Burgess — his joy for the deliverance of his son, or his sorrow for Sam’s death.","     Hug ad lhieu barrey veih’n wyllin dy ymmyrkey eh, agh hooar Sam baase roish y voghrey. Dobbyr da Hugh brishey e chree son e voddey, as va ny naboonyn gra nagh row fys oc quoi jeu va ny s’cronnal ayns Burgess — e voggey son livrey-ys e vac, ny e heaghyn son baase Sam.",
"     That affair did a great much good to the foreman, — he was always kinder to everyone, and he made an oak coffin for Sam, and he put a memorial stone on his grave! I don’t know if the stone is still there or not, said my uncle Edward.","     Ren y chooish shen foays mooar da’n urriman, — v’eh dy-kinjagh ny s’kenjaley rish dy-chooilley pheiagh, as ren eh coyr-verriu gharragh da Sam, as hug eh clagh-chooinaghtyn er yn oaie echey! Cha ’s ayms vel yn chlagh ayns shen foast ny dyn, dooyrt my naim Edard.",
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
